flight_id,tail_id,client_id,actions
FL4420,TAIL1197,AL4,reset_seat;partial_water_waste
FL4421,TAIL1197,AL4,reset_lighting;reset_galley;reset_panel;partial_water_waste
FL4422,TAIL1197,AL4,partial_seat;reset_galley;partial_panel
FL4423,TAIL1197,AL4,partial_seat;reset_lighting;partial_galley;partial_panel;partial_water_waste
FL4425,TAIL1197,AL4,partial_seat;reset_lighting;reset_galley;partial_panel;reset_water_waste
FL4431,TAIL1197,AL4,reset_seat;reset_lighting;reset_galley;reset_water_waste
FL4433,TAIL1197,AL4,reset_seat;reset_lighting;reset_galley;partial_panel;reset_water_waste
FL4437,TAIL1198,AL4,reset_seat;partial_lighting;reset_panel;reset_water_waste
FL4438,TAIL1198,AL4,reset_lighting;partial_galley;partial_panel
FL4442,TAIL1198,AL4,reset_seat;reset_lighting;partial_galley;reset_panel;reset_water_waste
FL4448,TAIL1198,AL4,reset_seat;partial_lighting;partial_galley;reset_water_waste
FL4454,TAIL1199,AL3,reset_seat;reset_lighting;reset_galley;partial_panel
FL4455,TAIL1199,AL3,reset_seat;partial_lighting;partial_galley;reset_panel;latent_resolved_panel;partial_water_waste
FL4456,TAIL1199,AL3,reset_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL4462,TAIL1199,AL3,partial_seat;reset_galley;partial_panel;reset_water_waste
FL4463,TAIL1199,AL3,reset_seat;reset_lighting;partial_galley;partial_water_waste
FL4465,TAIL1200,AL2,reset_lighting;reset_galley;reset_panel;partial_water_waste
FL4466,TAIL1200,AL2,reset_lighting;partial_galley;partial_panel
FL4467,TAIL1200,AL2,partial_seat;reset_lighting;partial_water_waste
FL4475,TAIL1200,AL2,partial_lighting;reset_galley;reset_panel
FL4476,TAIL1200,AL2,reset_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL4478,TAIL1201,AL4,partial_seat;reset_lighting;reset_panel;reset_water_waste
FL4487,TAIL1202,AL3,reset_seat;reset_lighting;reset_galley;reset_panel
FL4488,TAIL1202,AL3,reset_seat;partial_galley;reset_panel;partial_water_waste
FL4489,TAIL1202,AL3,reset_seat;latent_resolved_seat;partial_lighting;partial_galley;reset_water_waste
FL4496,TAIL1202,AL3,reset_seat;partial_lighting;reset_galley
FL4497,TAIL1202,AL3,reset_seat;reset_lighting;partial_galley;reset_panel;reset_water_waste
FL4501,TAIL1202,AL3,reset_seat;reset_galley;partial_panel;partial_water_waste
FL4505,TAIL1202,AL3,reset_seat;reset_lighting;partial_panel;reset_water_waste
FL4509,TAIL1203,AL1,reset_seat;reset_galley;partial_panel;reset_water_waste
FL4510,TAIL1203,AL1,reset_lighting;reset_galley;reset_panel
FL4528,TAIL1204,AL3,partial_lighting;reset_galley
FL4529,TAIL1204,AL3,reset_seat;reset_lighting;reset_galley;reset_water_waste
FL4530,TAIL1204,AL3,reset_seat;partial_lighting;reset_galley;reset_water_waste
FL4531,TAIL1204,AL3,reset_seat;reset_lighting;partial_galley;reset_panel;partial_water_waste
FL4535,TAIL1204,AL3,reset_seat;partial_lighting;partial_panel;partial_water_waste
FL4541,TAIL1204,AL3,partial_seat;reset_lighting;reset_galley;reset_water_waste
FL4544,TAIL1204,AL3,reset_seat;reset_lighting;reset_galley;partial_panel
FL4547,TAIL1204,AL3,reset_lighting;partial_galley;reset_water_waste
FL4548,TAIL1204,AL3,partial_seat;reset_lighting;reset_panel;reset_water_waste
FL4549,TAIL1205,AL1,reset_seat;reset_lighting;partial_galley;reset_panel;partial_water_waste
FL4550,TAIL1205,AL1,reset_seat;reset_galley;reset_panel;reset_water_waste
FL4564,TAIL1205,AL1,reset_seat;reset_lighting;reset_galley
FL4566,TAIL1205,AL1,reset_seat;reset_galley;reset_panel;reset_water_waste
FL4567,TAIL1206,AL3,partial_lighting;reset_galley;partial_panel
FL4568,TAIL1206,AL3,partial_seat;partial_galley;partial_panel;reset_water_waste
FL4569,TAIL1206,AL3,reset_seat;reset_lighting;partial_galley;reset_water_waste
FL4572,TAIL1206,AL3,partial_seat;partial_lighting;reset_galley;reset_panel;partial_water_waste
FL4579,TAIL1206,AL3,reset_seat;partial_lighting;reset_galley
FL4581,TAIL1206,AL3,partial_seat;reset_galley;reset_water_waste
FL4585,TAIL1206,AL3,reset_seat;partial_lighting;reset_galley;reset_panel
FL4586,TAIL1207,AL3,partial_lighting;reset_galley;partial_water_waste
FL4587,TAIL1207,AL3,reset_seat;partial_galley;partial_panel;partial_water_waste
FL4588,TAIL1207,AL3,reset_seat;partial_lighting;partial_panel
FL4589,TAIL1207,AL3,reset_seat;reset_lighting;reset_panel;partial_water_waste
FL4592,TAIL1207,AL3,reset_seat;reset_panel;reset_water_waste
FL4593,TAIL1207,AL3,reset_seat;reset_lighting;reset_galley;reset_water_waste
FL4602,TAIL1208,AL1,reset_lighting;reset_galley;partial_panel;reset_water_waste
FL4603,TAIL1208,AL1,reset_seat;reset_lighting;reset_galley;partial_panel;reset_water_waste
FL4622,TAIL1209,AL4,reset_seat;reset_lighting;reset_panel;reset_water_waste
FL4624,TAIL1209,AL4,partial_seat;reset_panel;partial_water_waste
FL4625,TAIL1209,AL4,partial_seat;partial_galley;latent_resolved_galley;reset_panel;partial_water_waste
FL4626,TAIL1209,AL4,partial_lighting;partial_galley;reset_panel;partial_water_waste
FL4628,TAIL1209,AL4,reset_seat;partial_lighting;partial_galley;reset_panel;partial_water_waste
FL4631,TAIL1209,AL4,reset_seat;reset_galley;partial_panel
FL4637,TAIL1209,AL4,reset_seat;reset_lighting;partial_galley;reset_panel
FL4640,TAIL1210,AL1,reset_seat;reset_lighting;partial_galley;partial_water_waste
FL4641,TAIL1210,AL1,reset_seat;partial_galley;partial_panel;reset_water_waste
FL4642,TAIL1210,AL1,reset_seat;partial_lighting;partial_panel;partial_water_waste
FL4656,TAIL1210,AL1,reset_seat;reset_lighting;reset_galley;reset_water_waste
FL4661,TAIL1211,AL4,reset_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL4673,TAIL1211,AL4,reset_seat;reset_lighting;reset_galley;partial_panel;partial_water_waste
FL4676,TAIL1212,AL3,reset_seat;reset_lighting;latent_resolved_galley;partial_panel
FL4677,TAIL1212,AL3,reset_seat;partial_lighting;reset_galley;partial_panel;reset_water_waste
FL4682,TAIL1212,AL3,reset_seat;reset_galley;reset_panel;reset_water_waste
FL4688,TAIL1212,AL3,reset_seat;reset_lighting;reset_panel
FL4689,TAIL1212,AL3,reset_seat;reset_lighting;reset_panel;reset_water_waste
FL4691,TAIL1212,AL3,reset_seat;reset_lighting;partial_water_waste
FL4693,TAIL1212,AL3,reset_seat;reset_lighting;reset_water_waste
FL4695,TAIL1212,AL3,reset_seat;reset_galley;reset_water_waste
FL4698,TAIL1213,AL1,reset_panel;reset_water_waste
FL4699,TAIL1213,AL1,reset_lighting;reset_water_waste
FL4700,TAIL1213,AL1,reset_seat;reset_galley;reset_panel;partial_water_waste
FL4707,TAIL1213,AL1,reset_seat;reset_galley;partial_water_waste
FL4710,TAIL1214,AL4,partial_seat;partial_lighting;partial_galley;reset_panel;reset_water_waste
FL4711,TAIL1214,AL4,reset_seat;reset_lighting;partial_galley;reset_water_waste
FL4714,TAIL1214,AL4,reset_seat;reset_lighting;reset_panel;latent_resolved_panel
FL4722,TAIL1214,AL4,reset_seat;reset_lighting;reset_galley;partial_panel;reset_water_waste
FL4723,TAIL1215,AL3,reset_seat;partial_lighting;reset_panel;partial_water_waste
FL4724,TAIL1215,AL3,reset_seat;partial_lighting;partial_galley;reset_panel;partial_water_waste
FL4725,TAIL1215,AL3,partial_lighting;partial_water_waste
FL4726,TAIL1215,AL3,reset_seat;partial_lighting;partial_galley;reset_panel;partial_water_waste
FL4727,TAIL1215,AL3,reset_galley;reset_panel;reset_water_waste
FL4734,TAIL1215,AL3,reset_seat;reset_galley;reset_panel;partial_water_waste
FL4737,TAIL1215,AL3,reset_seat;partial_lighting;partial_galley;partial_panel;reset_water_waste
FL4739,TAIL1215,AL3,reset_seat;partial_lighting;reset_galley;partial_panel;reset_water_waste
FL4740,TAIL1215,AL3,reset_lighting;reset_galley;partial_panel;partial_water_waste
FL4742,TAIL1215,AL3,reset_panel;partial_water_waste
FL4745,TAIL1215,AL3,reset_lighting;partial_galley;reset_panel;reset_water_waste
FL4746,TAIL1216,AL2,reset_lighting;partial_galley;reset_panel
FL4747,TAIL1216,AL2,reset_seat;reset_lighting;partial_galley;reset_panel;reset_water_waste
FL4755,TAIL1216,AL2,partial_galley
FL4756,TAIL1216,AL2,reset_seat;partial_galley;partial_water_waste
FL4757,TAIL1216,AL2,partial_seat;partial_galley;reset_water_waste
FL4758,TAIL1216,AL2,partial_lighting;partial_water_waste
FL4761,TAIL1216,AL2,reset_seat;reset_galley
FL4762,TAIL1216,AL2,partial_seat;reset_galley;partial_panel
FL4765,TAIL1216,AL2,reset_seat;reset_galley
FL4766,TAIL1216,AL2,partial_seat;partial_lighting;reset_galley;reset_panel
FL4768,TAIL1217,AL4,partial_lighting;reset_galley;partial_water_waste;latent_resolved_water_waste
FL4769,TAIL1217,AL4,reset_seat;reset_lighting;partial_galley;reset_panel;partial_water_waste
FL4777,TAIL1217,AL4,reset_seat;reset_lighting;reset_galley;partial_panel;partial_water_waste
FL4780,TAIL1217,AL4,reset_seat;partial_galley;reset_panel;reset_water_waste
FL4788,TAIL1217,AL4,partial_seat;partial_lighting;reset_galley;reset_panel;reset_water_waste
FL4789,TAIL1218,AL3,reset_galley;partial_panel;reset_water_waste
FL4790,TAIL1218,AL3,partial_seat;reset_lighting;reset_galley;partial_panel;partial_water_waste
FL4791,TAIL1218,AL3,reset_lighting;reset_galley;reset_panel;reset_water_waste
FL4792,TAIL1218,AL3,reset_seat;reset_panel
FL4794,TAIL1218,AL3,partial_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL4799,TAIL1218,AL3,reset_seat;reset_panel;reset_water_waste
FL4803,TAIL1218,AL3,reset_seat;partial_lighting;partial_galley;partial_panel;partial_water_waste
FL4804,TAIL1218,AL3,partial_seat;partial_lighting;partial_galley;partial_panel;reset_water_waste
FL4807,TAIL1218,AL3,reset_lighting;reset_galley;reset_panel;reset_water_waste
FL4810,TAIL1219,AL4,partial_lighting;partial_galley;reset_panel;partial_water_waste
FL4811,TAIL1219,AL4,reset_seat;reset_lighting;reset_galley;reset_water_waste
FL4817,TAIL1219,AL4,reset_seat;reset_lighting;reset_water_waste
FL4822,TAIL1220,AL3,partial_seat;reset_lighting;reset_galley;partial_panel;reset_water_waste
FL4823,TAIL1220,AL3,partial_seat;reset_lighting;partial_panel;reset_water_waste
FL4824,TAIL1220,AL3,reset_seat;partial_lighting;partial_water_waste
FL4835,TAIL1220,AL3,reset_seat;reset_lighting;reset_galley;reset_water_waste
FL4839,TAIL1221,AL2,partial_seat;partial_lighting;reset_galley;partial_panel;reset_water_waste
FL4840,TAIL1221,AL2,reset_seat;reset_lighting;reset_galley;reset_panel
FL4845,TAIL1221,AL2,reset_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL4852,TAIL1221,AL2,reset_galley;partial_panel
FL4853,TAIL1221,AL2,reset_seat;reset_lighting;partial_panel;partial_water_waste
FL4856,TAIL1222,AL4,reset_seat;reset_lighting;partial_panel
FL4857,TAIL1222,AL4,reset_seat;reset_lighting;reset_panel;partial_water_waste
FL4858,TAIL1222,AL4,reset_galley;reset_panel;partial_water_waste
FL4859,TAIL1222,AL4,partial_lighting;partial_galley;reset_panel;reset_water_waste
FL4868,TAIL1222,AL4,partial_seat;reset_galley;partial_water_waste
FL4872,TAIL1222,AL4,reset_seat;partial_lighting;reset_galley;reset_panel;reset_water_waste
FL4879,TAIL1223,AL3,reset_seat;partial_galley;reset_panel
FL4880,TAIL1223,AL3,partial_seat;partial_lighting;reset_galley;partial_panel;reset_water_waste
FL4882,TAIL1223,AL3,reset_seat;reset_lighting;partial_panel;reset_water_waste
FL4888,TAIL1223,AL3,reset_lighting;partial_galley;reset_water_waste
FL4889,TAIL1223,AL3,partial_seat;reset_lighting;reset_water_waste
FL4890,TAIL1223,AL3,reset_seat;reset_lighting;reset_galley;reset_panel
FL4891,TAIL1224,AL3,reset_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL4894,TAIL1224,AL3,partial_galley;reset_panel
FL4898,TAIL1224,AL3,reset_seat;partial_lighting;partial_galley;reset_panel;partial_water_waste
FL4905,TAIL1225,AL1,partial_lighting;partial_galley
FL4906,TAIL1225,AL1,partial_lighting;reset_galley;partial_panel;reset_water_waste
FL4907,TAIL1225,AL1,reset_seat;reset_panel;reset_water_waste
FL4908,TAIL1225,AL1,partial_seat;reset_galley;reset_panel;reset_water_waste
FL4911,TAIL1225,AL1,reset_lighting;partial_galley;reset_panel;partial_water_waste
FL4918,TAIL1225,AL1,reset_seat;reset_galley
FL4925,TAIL1225,AL1,partial_seat;reset_lighting;reset_water_waste
FL4926,TAIL1226,AL2,reset_seat;reset_galley;partial_water_waste
FL4927,TAIL1226,AL2,partial_seat;reset_lighting;partial_galley;reset_panel;reset_water_waste
FL4947,TAIL1226,AL2,reset_seat;reset_panel
FL4948,TAIL1226,AL2,reset_seat;reset_lighting;reset_galley;reset_panel;partial_water_waste
FL4952,TAIL1227,AL1,reset_seat;partial_lighting;reset_galley;reset_panel;reset_water_waste
FL4953,TAIL1227,AL1,reset_galley;reset_water_waste
FL4954,TAIL1227,AL1,reset_lighting;reset_galley;reset_water_waste
FL4958,TAIL1227,AL1,partial_seat;partial_lighting;latent_resolved_lighting;reset_galley;reset_panel;reset_water_waste
FL4960,TAIL1228,AL1,reset_seat;partial_galley;partial_water_waste
FL4961,TAIL1228,AL1,partial_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL4977,TAIL1229,AL4,reset_lighting;reset_galley;reset_panel;reset_water_waste
FL4985,TAIL1229,AL4,partial_seat;reset_galley;partial_panel;partial_water_waste
FL4986,TAIL1229,AL4,reset_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL4990,TAIL1229,AL4,reset_seat;reset_lighting;partial_galley;reset_panel;reset_water_waste
FL4997,TAIL1229,AL4,reset_seat;reset_lighting;reset_galley;partial_panel;reset_water_waste
FL5000,TAIL1229,AL4,reset_seat;partial_lighting;partial_water_waste
FL5002,TAIL1229,AL4,partial_seat;reset_lighting;reset_galley;partial_panel;partial_water_waste
FL5006,TAIL1230,AL4,reset_lighting;reset_galley;partial_panel;reset_water_waste
FL5007,TAIL1230,AL4,reset_lighting;partial_water_waste
FL5008,TAIL1230,AL4,partial_seat;reset_galley
FL5009,TAIL1230,AL4,reset_seat;partial_galley;partial_water_waste
FL5010,TAIL1230,AL4,reset_seat;reset_lighting;reset_galley;reset_panel;partial_water_waste
FL5018,TAIL1230,AL4,reset_lighting;partial_galley;reset_panel
FL5019,TAIL1231,AL2,reset_seat;reset_lighting;partial_galley;reset_panel;reset_water_waste
FL5022,TAIL1231,AL2,reset_seat;partial_lighting;reset_galley;reset_water_waste
FL5024,TAIL1231,AL2,reset_seat;reset_galley;partial_panel
FL5026,TAIL1231,AL2,reset_lighting;partial_galley;partial_panel;reset_water_waste
FL5033,TAIL1231,AL2,partial_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL5039,TAIL1231,AL2,reset_seat;partial_lighting;reset_panel
FL5041,TAIL1231,AL2,partial_seat;reset_lighting;reset_galley;partial_water_waste
FL5044,TAIL1232,AL4,reset_seat;reset_lighting;reset_galley;reset_panel
FL5045,TAIL1232,AL4,partial_seat;partial_lighting;reset_galley;reset_water_waste
FL5051,TAIL1232,AL4,reset_lighting;reset_galley;reset_panel
FL5054,TAIL1232,AL4,reset_seat;reset_lighting;partial_galley;reset_water_waste
FL5057,TAIL1232,AL4,partial_seat;partial_lighting;partial_galley;reset_panel;reset_water_waste
FL5061,TAIL1232,AL4,partial_lighting;partial_galley;reset_water_waste
FL5063,TAIL1233,AL1,partial_seat;reset_lighting;partial_galley;reset_panel;reset_water_waste
FL5064,TAIL1233,AL1,reset_panel
FL5065,TAIL1233,AL1,latent_resolved_seat;reset_lighting;reset_panel;partial_water_waste
FL5066,TAIL1233,AL1,reset_seat;reset_lighting;reset_panel;partial_water_waste
FL5067,TAIL1233,AL1,reset_seat;reset_lighting;reset_galley;partial_panel;reset_water_waste
FL5072,TAIL1234,AL4,partial_seat;partial_lighting;partial_galley;partial_panel;partial_water_waste;latent_resolved_water_waste
FL5073,TAIL1234,AL4,partial_seat;partial_lighting;partial_galley;partial_panel;reset_water_waste
FL5074,TAIL1234,AL4,reset_seat;reset_lighting;reset_galley;partial_panel;reset_water_waste
FL5076,TAIL1234,AL4,reset_lighting;partial_galley;reset_panel;reset_water_waste
FL5086,TAIL1234,AL4,partial_lighting;reset_water_waste
FL5087,TAIL1235,AL2,reset_seat;reset_lighting;partial_galley;partial_panel;reset_water_waste
FL5088,TAIL1235,AL2,latent_resolved_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL5094,TAIL1235,AL2,reset_seat;reset_lighting;reset_galley
FL5105,TAIL1235,AL2,reset_seat;partial_lighting;partial_galley;reset_panel;partial_water_waste
FL5106,TAIL1236,AL3,partial_lighting;partial_galley;partial_panel;reset_water_waste
FL5107,TAIL1236,AL3,partial_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL5112,TAIL1236,AL3,partial_lighting;partial_water_waste
FL5113,TAIL1236,AL3,partial_seat;partial_lighting;reset_panel
FL5117,TAIL1236,AL3,reset_seat;reset_lighting;reset_galley;reset_water_waste
FL5121,TAIL1236,AL3,reset_seat;reset_lighting;reset_galley;reset_panel;partial_water_waste
FL5122,TAIL1237,AL3,reset_seat;reset_lighting;reset_galley;partial_water_waste
FL5123,TAIL1237,AL3,reset_seat;reset_lighting;reset_panel;partial_water_waste
FL5126,TAIL1237,AL3,partial_seat;reset_galley;partial_panel;reset_water_waste
FL5139,TAIL1238,AL2,partial_seat;reset_lighting;reset_panel;partial_water_waste
FL5140,TAIL1238,AL2,reset_seat;partial_lighting;reset_galley;reset_panel;reset_water_waste
FL5144,TAIL1238,AL2,reset_galley;reset_panel;reset_water_waste
FL5151,TAIL1238,AL2,partial_lighting;reset_panel
FL5152,TAIL1238,AL2,reset_seat;partial_galley;partial_panel;reset_water_waste
FL5157,TAIL1238,AL2,reset_seat;reset_lighting;reset_panel;reset_water_waste
FL5161,TAIL1239,AL1,reset_seat;partial_lighting;reset_galley;partial_panel;reset_water_waste
FL5163,TAIL1239,AL1,reset_seat;partial_lighting;reset_galley;reset_panel;partial_water_waste
FL5167,TAIL1239,AL1,partial_water_waste
FL5168,TAIL1239,AL1,reset_seat;reset_lighting;reset_galley;partial_panel
FL5173,TAIL1239,AL1,reset_lighting;partial_panel;reset_water_waste
FL5175,TAIL1239,AL1,partial_seat;reset_galley;reset_water_waste
FL5183,TAIL1240,AL4,partial_seat;reset_lighting;reset_galley
FL5184,TAIL1240,AL4,reset_seat;reset_lighting;partial_galley;reset_panel;reset_water_waste
FL5188,TAIL1240,AL4,reset_seat;latent_resolved_seat;partial_galley;reset_panel;reset_water_waste
FL5197,TAIL1240,AL4,reset_seat;partial_lighting;reset_galley;partial_panel
FL5200,TAIL1241,AL3,reset_panel
FL5201,TAIL1241,AL3,reset_seat;partial_lighting;partial_panel;reset_water_waste
FL5202,TAIL1241,AL3,reset_seat;reset_lighting;partial_water_waste
FL5204,TAIL1241,AL3,reset_lighting;reset_panel
FL5205,TAIL1241,AL3,reset_seat;reset_lighting;partial_galley;partial_panel;reset_water_waste
FL5207,TAIL1241,AL3,reset_seat;partial_lighting;reset_galley;reset_panel
FL5210,TAIL1241,AL3,reset_lighting;partial_galley;reset_panel;reset_water_waste
FL5213,TAIL1241,AL3,partial_seat;reset_lighting;reset_galley;reset_panel;partial_water_waste
FL5215,TAIL1242,AL1,partial_seat;reset_lighting;reset_panel;reset_water_waste
FL5226,TAIL1242,AL1,partial_seat;reset_lighting;partial_galley;reset_panel;reset_water_waste
FL5232,TAIL1243,AL3,partial_lighting;reset_galley;reset_panel;reset_water_waste
FL5233,TAIL1243,AL3,reset_seat;partial_galley;partial_water_waste
FL5234,TAIL1243,AL3,partial_seat;reset_lighting;partial_galley;reset_water_waste
FL5236,TAIL1243,AL3,reset_seat;reset_panel
FL5240,TAIL1243,AL3,reset_seat;reset_galley;reset_panel
FL5242,TAIL1243,AL3,reset_seat;partial_lighting;reset_galley;reset_panel;reset_water_waste
FL5244,TAIL1243,AL3,partial_seat;reset_lighting;reset_galley;partial_panel;reset_water_waste
FL5246,TAIL1244,AL4,reset_seat;reset_lighting;partial_galley;reset_panel;reset_water_waste
FL5254,TAIL1244,AL4,partial_lighting;reset_galley;partial_water_waste
FL5255,TAIL1244,AL4,reset_seat;partial_panel
FL5267,TAIL1245,AL2,reset_seat;partial_lighting;partial_galley;reset_water_waste
FL5268,TAIL1245,AL2,reset_seat;reset_galley;partial_panel;reset_water_waste
FL5270,TAIL1245,AL2,partial_seat;partial_lighting;reset_galley;reset_panel
FL5271,TAIL1245,AL2,reset_seat;partial_lighting;reset_galley;reset_water_waste
FL5278,TAIL1245,AL2,partial_seat;partial_lighting;reset_galley;reset_water_waste
FL5282,TAIL1246,AL1,reset_lighting;partial_galley
FL5283,TAIL1246,AL1,reset_lighting;partial_galley;reset_water_waste
FL5284,TAIL1246,AL1,reset_seat;partial_lighting;reset_galley;reset_panel;reset_water_waste
FL5292,TAIL1246,AL1,reset_seat;reset_galley;reset_panel;reset_water_waste
FL5294,TAIL1247,AL3,reset_seat;latent_resolved_seat;reset_lighting;reset_galley;reset_panel;partial_water_waste;latent_resolved_water_waste
FL5295,TAIL1247,AL3,reset_lighting;partial_galley;reset_panel
FL5296,TAIL1247,AL3,partial_seat;reset_lighting;partial_panel;reset_water_waste
FL5301,TAIL1247,AL3,reset_lighting;partial_galley;reset_panel;reset_water_waste
FL5306,TAIL1248,AL3,partial_lighting;partial_galley;partial_panel;reset_water_waste
FL5317,TAIL1248,AL3,reset_seat;reset_lighting;reset_galley;partial_panel;partial_water_waste
FL5319,TAIL1249,AL2,partial_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL5320,TAIL1249,AL2,reset_seat;partial_lighting;reset_galley;partial_panel;partial_water_waste
FL5324,TAIL1249,AL2,reset_lighting;reset_galley;reset_panel;reset_water_waste
FL5331,TAIL1249,AL2,reset_seat;reset_galley;partial_panel
FL5340,TAIL1250,AL4,reset_galley;partial_panel;reset_water_waste
FL5341,TAIL1250,AL4,reset_seat;partial_lighting;reset_panel;partial_water_waste
FL5342,TAIL1250,AL4,reset_seat;reset_galley;partial_panel;partial_water_waste
FL5343,TAIL1250,AL4,reset_seat;reset_lighting;reset_panel;reset_water_waste
FL5347,TAIL1250,AL4,reset_seat;reset_lighting;reset_panel;partial_water_waste
FL5356,TAIL1250,AL4,partial_seat;reset_panel;reset_water_waste
FL5359,TAIL1250,AL4,reset_lighting;reset_water_waste
FL5360,TAIL1251,AL3,reset_seat;reset_panel;reset_water_waste
FL5361,TAIL1251,AL3,partial_lighting;reset_galley;reset_panel;reset_water_waste
FL5362,TAIL1251,AL3,reset_lighting;partial_galley;partial_panel;reset_water_waste
FL5365,TAIL1251,AL3,reset_lighting;partial_galley;partial_panel;partial_water_waste
FL5371,TAIL1251,AL3,reset_seat;partial_panel;reset_water_waste
FL5373,TAIL1251,AL3,partial_seat;partial_lighting;reset_galley;partial_panel;partial_water_waste
FL5375,TAIL1251,AL3,reset_seat;reset_lighting;reset_galley;reset_water_waste
FL5377,TAIL1251,AL3,reset_seat;partial_lighting;partial_galley;reset_panel;reset_water_waste
FL5380,TAIL1252,AL4,reset_lighting;reset_galley;reset_panel;partial_water_waste
FL5381,TAIL1252,AL4,reset_seat;reset_lighting;partial_galley;reset_panel;reset_water_waste
FL5385,TAIL1252,AL4,partial_seat;partial_lighting;reset_galley;partial_water_waste
FL5389,TAIL1252,AL4,partial_lighting;reset_panel;partial_water_waste
FL5395,TAIL1252,AL4,reset_seat;partial_galley;reset_panel;reset_water_waste
FL5400,TAIL1252,AL4,reset_seat;reset_lighting;reset_galley;reset_water_waste
FL5401,TAIL1253,AL1,partial_seat;reset_galley;partial_panel;reset_water_waste
FL5402,TAIL1253,AL1,reset_lighting;partial_galley;partial_panel;reset_water_waste
FL5403,TAIL1253,AL1,partial_seat;reset_lighting;reset_panel;reset_water_waste
FL5404,TAIL1253,AL1,partial_seat;partial_lighting;reset_galley;reset_panel;partial_water_waste
FL5407,TAIL1253,AL1,reset_seat;reset_lighting;reset_panel;partial_water_waste
FL5414,TAIL1253,AL1,reset_seat;reset_lighting;partial_galley
FL5416,TAIL1254,AL1,reset_seat;reset_lighting;reset_panel;partial_water_waste
FL5417,TAIL1254,AL1,partial_seat;reset_galley;reset_panel;partial_water_waste
FL5420,TAIL1254,AL1,reset_seat;reset_lighting;reset_panel;reset_water_waste
FL5427,TAIL1254,AL1,partial_panel;reset_water_waste
FL5429,TAIL1254,AL1,reset_lighting;partial_galley;reset_panel;partial_water_waste
FL5430,TAIL1255,AL4,partial_lighting;partial_panel;partial_water_waste
FL5431,TAIL1255,AL4,partial_seat;reset_lighting;partial_galley;reset_panel;partial_water_waste
FL5432,TAIL1255,AL4,reset_seat;reset_lighting;reset_galley;latent_resolved_water_waste
FL5437,TAIL1255,AL4,partial_seat;partial_lighting;reset_panel;reset_water_waste
FL5447,TAIL1255,AL4,reset_panel;reset_water_waste
FL5448,TAIL1255,AL4,partial_seat;reset_lighting;partial_galley;reset_panel;reset_water_waste
FL5449,TAIL1256,AL2,reset_seat;reset_galley;partial_panel;partial_water_waste
FL5450,TAIL1256,AL2,reset_seat;reset_lighting;partial_galley;reset_panel;partial_water_waste
FL5454,TAIL1256,AL2,reset_seat;partial_galley;partial_panel;partial_water_waste
FL5460,TAIL1256,AL2,reset_seat;reset_lighting;reset_galley;partial_panel;partial_water_waste
FL5463,TAIL1256,AL2,reset_seat;reset_lighting;partial_galley;reset_panel
FL5464,TAIL1257,AL2,reset_lighting;partial_galley;reset_water_waste
FL5465,TAIL1257,AL2,reset_seat;reset_lighting;reset_galley;reset_panel;partial_water_waste
FL5471,TAIL1257,AL2,reset_seat;reset_lighting;reset_galley;partial_panel;partial_water_waste
FL5479,TAIL1257,AL2,reset_seat;reset_panel;reset_water_waste
FL5481,TAIL1257,AL2,reset_seat;partial_lighting;partial_galley;reset_water_waste
FL5483,TAIL1258,AL1,reset_seat;partial_galley
FL5484,TAIL1258,AL1,reset_panel;reset_water_waste
FL5485,TAIL1258,AL1,latent_resolved_seat;partial_lighting;reset_galley;reset_panel;reset_water_waste
FL5486,TAIL1258,AL1,reset_seat;partial_lighting;reset_galley;reset_panel;reset_water_waste
FL5487,TAIL1258,AL1,partial_seat;reset_panel;reset_water_waste
FL5498,TAIL1258,AL1,reset_seat;reset_galley;partial_panel;reset_water_waste
FL5506,TAIL1259,AL3,reset_seat;reset_lighting;reset_panel;reset_water_waste
FL5507,TAIL1259,AL3,reset_seat;partial_lighting;reset_galley
FL5510,TAIL1259,AL3,reset_seat;partial_lighting;reset_galley;partial_water_waste
FL5511,TAIL1259,AL3,partial_seat;partial_lighting;reset_water_waste
FL5512,TAIL1259,AL3,reset_seat;reset_lighting;partial_panel;partial_water_waste
FL5515,TAIL1259,AL3,partial_seat;reset_lighting;reset_galley;partial_water_waste
FL5517,TAIL1259,AL3,reset_seat;reset_lighting;reset_galley;partial_panel;reset_water_waste
FL5519,TAIL1259,AL3,reset_seat;reset_lighting
FL5520,TAIL1260,AL2,reset_lighting;reset_galley;reset_panel;reset_water_waste
FL5521,TAIL1260,AL2,reset_seat;reset_galley;reset_panel;reset_water_waste
