flight_id,tail_id,client_id,aircraft,route,departure,flight_hours,passengers,weather,env_factor,hours_since_install_seat,hours_since_install_lighting,hours_since_install_galley,hours_since_install_panel,hours_since_install_water_waste,cycles_since_install_seat,cycles_since_install_lighting,cycles_since_install_galley,cycles_since_install_panel,cycles_since_install_water_waste,latent_seat,latent_lighting,latent_galley,latent_panel,latent_water_waste
FL5283,TAIL1246,AL1,A321,medium,2025-01-03T17:46:23.103039,4.74,155,rain,1.05,72.3,7.7,123.5,41.9,124.9,31,1,17,11,19,0,0,0,0,0
FL5284,TAIL1246,AL1,A321,short,2025-01-04T00:14:50.409530,1.1,126,cold,1.05,77.0,9.9,87.2,46.7,8.4,32,1,9,12,1,0,0,0,0,0
FL5285,TAIL1246,AL1,A321,short,2025-01-04T04:37:47.114147,1.11,124,clear,1.0,5.0,8.9,4.1,5.3,1.5,1,1,1,1,1,0,0,0,0,0
FL5286,TAIL1246,AL1,A321,short,2025-01-04T09:36:15.907156,1.02,133,cold,1.05,6.1,10.0,5.2,6.4,2.6,2,2,2,2,2,0,0,0,0,0
FL5287,TAIL1246,AL1,A321,long,2025-01-04T12:26:49.338922,5.45,220,hot,1.15,7.2,11.1,6.2,7.4,3.6,3,3,3,3,3,0,0,0,0,0
FL5288,TAIL1246,AL1,A321,short,2025-01-04T20:40:25.472937,1.38,133,hot,1.15,12.6,16.5,11.7,12.8,9.1,4,4,4,4,4,0,0,0,0,0
FL5289,TAIL1246,AL1,A321,long,2025-01-05T01:54:55.891023,8.34,222,cold,1.05,14.0,17.9,13.0,14.2,10.4,5,5,5,5,5,0,0,0,0,0
FL5290,TAIL1246,AL1,A321,medium,2025-01-05T13:36:12.160846,4.58,155,windy,1.1,22.3,26.2,21.4,22.6,18.8,6,6,6,6,6,0,0,0,0,0
FL5291,TAIL1246,AL1,A321,long,2025-01-05T20:28:15.386921,6.96,244,windy,1.1,20.8,30.8,26.0,7.6,23.4,3,7,7,1,7,0,0,0,0,0
FL5292,TAIL1246,AL1,A321,short,2025-01-06T06:18:34.666239,1.4,166,cold,1.05,27.7,37.8,32.9,14.6,30.3,4,8,8,2,8,0,0,0,0,0
FL5293,TAIL1246,AL1,A321,medium,2025-01-06T12:02:16.674846,2.46,153,cold,1.05,11.4,39.2,5.8,2.7,9.6,1,9,1,1,1,0,0,0,0,0
FL5294,TAIL1247,AL3,A320,medium,2025-01-03T22:00:00,2.37,166,hot,1.15,186.9,5.7,0.2,162.8,133.4,25,27,22,26,11,1,0,0,0,1
FL5295,TAIL1247,AL3,A320,medium,2025-01-04T02:05:21.071706,3.06,163,hot,1.15,12.3,6.5,2.8,10.2,87.4,1,1,1,1,9,0,0,0,0,0
FL5296,TAIL1247,AL3,A320,medium,2025-01-04T07:15:49.225927,4.87,175,cold,1.05,15.4,4.5,4.7,6.2,90.4,2,1,1,1,10,0,0,0,0,0
FL5297,TAIL1247,AL3,A320,medium,2025-01-04T17:03:08.747760,3.47,159,cold,1.05,13.6,8.7,9.6,9.1,6.1,2,1,2,1,1,0,0,0,0,0
FL5298,TAIL1247,AL3,A320,short,2025-01-05T00:00:53.531853,0.97,138,cold,1.05,17.0,12.1,13.0,12.6,9.6,3,2,3,2,2,0,0,0,0,0
FL5299,TAIL1247,AL3,A320,medium,2025-01-05T04:57:46.827113,4.3,179,clear,1.0,18.0,13.1,14.0,13.6,10.5,4,3,4,3,3,0,0,0,0,0
FL5300,TAIL1247,AL3,A320,long,2025-01-05T13:57:46.899917,8.27,229,hot,1.15,22.3,17.4,18.3,17.9,14.8,5,4,5,4,4,0,0,0,0,0
FL5301,TAIL1247,AL3,A320,medium,2025-01-06T02:51:07.465319,4.09,173,hot,1.15,30.6,25.7,26.6,26.1,23.1,6,5,6,5,5,0,0,0,0,0
FL5302,TAIL1247,AL3,A320,short,2025-01-06T09:01:57.465494,1.92,130,clear,1.0,34.7,11.3,23.4,8.9,10.2,7,1,3,1,1,0,0,0,0,0
FL5303,TAIL1247,AL3,A320,medium,2025-01-06T15:56:21.436104,3.22,158,hot,1.15,36.6,13.2,25.4,10.9,12.2,8,2,4,2,2,0,0,0,0,0
FL5304,TAIL1247,AL3,A320,medium,2025-01-06T21:03:17.473016,2.4,170,windy,1.1,39.8,16.4,28.6,14.1,15.4,9,3,5,3,3,0,0,0,0,0
FL5305,TAIL1247,AL3,A320,long,2025-01-07T01:17:31.729839,5.72,208,windy,1.1,26.0,5.9,8.4,3.7,17.8,5,1,1,1,4,0,0,0,0,0
FL5306,TAIL1248,AL3,B737,medium,2025-01-02T22:00:00,2.32,156,rain,1.05,3.2,7.5,9.4,21.6,94.3,4,30,18,16,29,1,0,0,0,0
FL5307,TAIL1248,AL3,B737,medium,2025-01-03T01:46:25.994832,4.36,162,cold,1.05,5.5,7.5,7.4,17.9,10.1,5,24,10,9,1,1,0,0,0,0
FL5308,TAIL1248,AL3,B737,medium,2025-01-03T09:12:12.616162,2.54,164,rain,1.05,9.9,11.9,11.8,22.3,14.4,6,25,11,10,2,1,0,0,0,0
FL5309,TAIL1248,AL3,B737,medium,2025-01-03T13:03:07.664780,3.55,155,hot,1.15,12.4,14.4,14.3,24.8,17.0,7,26,12,11,3,1,0,0,0,0
FL5310,TAIL1248,AL3,B737,medium,2025-01-03T19:41:54.525591,3.36,181,clear,1.0,16.0,18.0,17.8,28.4,20.5,8,27,13,12,4,1,0,0,0,0
FL5311,TAIL1248,AL3,B737,long,2025-01-04T01:09:13.312197,5.7,224,hot,1.15,6.0,7.6,7.9,31.7,19.7,1,1,1,13,3,1,0,0,0,0
FL5312,TAIL1248,AL3,B737,short,2025-01-04T09:11:25.420543,1.5,123,rain,1.05,11.7,13.3,13.6,37.4,25.4,2,2,2,14,4,1,0,0,0,0
FL5313,TAIL1248,AL3,B737,long,2025-01-04T15:18:24.675960,7.24,224,rain,1.05,13.2,14.8,15.1,38.9,26.9,3,3,3,15,5,1,0,0,0,0
FL5314,TAIL1248,AL3,B737,short,2025-01-05T01:52:44.057973,1.67,129,windy,1.1,20.5,12.8,22.3,12.6,34.1,4,1,4,1,6,1,0,0,0,0
FL5315,TAIL1248,AL3,B737,medium,2025-01-05T05:29:19.195756,3.08,156,rain,1.05,22.1,7.4,18.0,8.4,35.8,5,1,2,1,7,0,0,0,0,0
FL5316,TAIL1248,AL3,B737,medium,2025-01-05T10:56:21.999007,2.99,155,hot,1.15,25.2,10.5,21.1,11.5,38.9,6,2,3,2,8,0,0,0,0,0
FL5317,TAIL1248,AL3,B737,long,2025-01-05T16:09:24.822709,6.74,217,clear,1.0,28.2,13.5,24.1,14.5,41.9,7,3,4,3,9,0,0,0,0,0
FL5318,TAIL1248,AL3,B737,long,2025-01-06T01:05:55.624528,7.18,228,rain,1.05,16.2,15.6,13.8,15.1,28.7,1,1,1,3,6,0,0,0,0,0
FL5319,TAIL1249,AL2,A330,medium,2025-01-04T06:00:00,4.87,164,windy,1.1,116.6,120.3,61.4,140.0,165.8,13,24,10,30,19,0,0,0,0,0
FL5320,TAIL1249,AL2,A330,short,2025-01-04T13:28:06.201024,1.16,126,rain,1.05,74.5,10.0,8.8,8.2,7.5,7,1,1,1,1,0,0,0,0,0
FL5321,TAIL1249,AL2,A330,long,2025-01-04T19:06:59.639046,7.47,197,cold,1.05,10.6,6.5,9.1,7.4,6.8,1,1,1,1,1,0,0,0,0,0
FL5322,TAIL1249,AL2,A330,medium,2025-01-05T03:43:03.521899,4.89,166,clear,1.0,18.1,14.0,16.6,14.8,14.3,2,2,2,2,2,0,0,0,0,0
FL5323,TAIL1249,AL2,A330,long,2025-01-05T10:56:49.277127,10.47,224,cold,1.05,23.0,18.9,21.5,19.7,19.1,3,3,3,3,3,0,0,0,0,0
FL5324,TAIL1249,AL2,A330,medium,2025-01-06T01:33:48.517878,3.2,161,hot,1.15,33.4,29.3,32.0,30.2,29.6,4,4,4,4,4,0,0,0,0,0
FL5325,TAIL1249,AL2,A330,medium,2025-01-06T06:36:50.646875,4.69,156,hot,1.15,36.6,4.3,5.9,5.0,12.4,5,1,1,1,1,0,0,0,0,0
FL5326,TAIL1249,AL2,A330,medium,2025-01-06T13:09:46.800858,3.46,151,cold,1.05,41.3,9.0,10.6,9.7,17.1,6,2,2,2,2,0,0,0,0,0
FL5327,TAIL1249,AL2,A330,medium,2025-01-06T19:08:28.938287,3.16,169,windy,1.1,44.8,12.4,14.1,13.2,20.5,7,3,3,3,3,0,0,0,0,0
FL5328,TAIL1249,AL2,A330,short,2025-01-06T23:22:10.449214,1.5,119,cold,1.05,29.1,6.2,14.4,8.5,4.4,6,1,3,1,1,0,0,0,0,0
FL5329,TAIL1249,AL2,A330,medium,2025-01-07T04:17:36.404367,3.76,153,clear,1.0,30.6,7.7,15.9,10.0,5.9,7,2,4,2,2,0,0,0,0,0
FL5330,TAIL1249,AL2,A330,medium,2025-01-07T10:47:48.179389,4.69,155,windy,1.1,34.3,11.5,19.6,13.8,9.6,8,3,5,3,3,0,0,0,0,0
FL5331,TAIL1249,AL2,A330,medium,2025-01-07T19:15:05.017851,4.07,176,windy,1.1,39.0,16.1,24.3,18.5,14.3,9,4,6,4,4,0,0,0,0,0
FL5332,TAIL1249,AL2,A330,medium,2025-01-08T01:16:14.279818,2.37,137,cold,1.05,12.2,20.2,9.8,18.5,18.4,1,5,1,3,5,0,0,0,0,0
FL5333,TAIL1249,AL2,A330,short,2025-01-08T06:57:14.661313,1.13,136,windy,1.1,14.6,22.6,12.2,20.9,20.8,2,6,2,4,6,0,0,0,0,0
FL5334,TAIL1249,AL2,A330,short,2025-01-08T12:54:38.979810,1.81,140,clear,1.0,9.7,18.4,3.8,3.3,16.7,1,4,1,1,4,0,0,0,0,0
FL5335,TAIL1249,AL2,A330,short,2025-01-08T18:10:31.038642,1.8,130,windy,1.1,11.6,20.2,5.6,5.2,18.5,2,5,2,2,5,0,0,0,0,0
FL5336,TAIL1249,AL2,A330,short,2025-01-08T21:13:50.316904,1.54,120,cold,1.05,13.3,22.0,7.4,6.9,20.3,3,6,3,3,6,0,0,0,0,0
FL5337,TAIL1249,AL2,A330,medium,2025-01-08T23:49:59.182677,3.02,151,windy,1.1,14.9,23.5,8.9,8.5,21.8,4,7,4,4,7,0,0,0,0,0
FL5338,TAIL1249,AL2,A330,medium,2025-01-09T05:24:42.579359,2.32,163,clear,1.0,17.9,26.5,11.9,11.5,24.8,5,8,5,5,8,0,0,0,0,0
FL5339,TAIL1249,AL2,A330,medium,2025-01-09T11:49:10.528832,4.28,162,windy,1.1,20.2,28.8,11.2,4.2,10.8,6,9,3,1,1,0,0,0,0,0
FL5340,TAIL1250,AL4,B737,medium,2025-01-03T11:00:00,4.12,144,clear,1.0,115.5,181.7,167.0,4.8,56.2,20,27,11,6,20,0,0,0,0,0
FL5341,TAIL1250,AL4,B737,short,2025-01-03T16:11:41.372766,0.93,137,rain,1.05,119.6,185.8,12.3,7.9,12.3,21,28,1,3,1,0,0,0,0,0
FL5342,TAIL1250,AL4,B737,long,2025-01-03T20:04:16.728665,9.85,226,rain,1.05,3.0,119.1,13.3,3.1,9.2,1,14,2,1,1,0,0,0,0,0
FL5343,TAIL1250,AL4,B737,medium,2025-01-04T08:41:32.239036,2.95,167,clear,1.0,15.9,128.9,14.0,11.9,17.0,1,15,1,1,1,0,0,0,0,0
FL5344,TAIL1250,AL4,B737,medium,2025-01-04T14:47:29.670475,3.04,164,clear,1.0,7.2,11.8,17.0,7.0,10.9,1,1,2,1,1,0,0,0,0,0
FL5345,TAIL1250,AL4,B737,medium,2025-01-04T19:06:43.397693,4.66,161,windy,1.1,10.3,14.8,20.0,10.0,14.0,2,2,3,2,2,0,0,0,0,0
FL5346,TAIL1250,AL4,B737,long,2025-01-05T02:35:58.202619,9.94,236,windy,1.1,14.9,19.5,24.7,14.7,18.6,3,3,4,3,3,0,0,0,0,0
FL5347,TAIL1250,AL4,B737,short,2025-01-05T15:55:03.319818,1.01,139,windy,1.1,24.9,29.4,34.6,24.6,28.6,4,4,5,4,4,0,0,0,0,0
FL5348,TAIL1250,AL4,B737,medium,2025-01-05T18:59:40.747907,3.37,178,rain,1.05,6.5,7.2,35.6,10.8,20.4,1,1,6,1,2,0,0,0,0,0
FL5349,TAIL1250,AL4,B737,short,2025-01-05T23:51:22.151561,1.96,144,cold,1.05,9.9,10.6,39.0,14.2,23.8,2,2,7,2,3,0,0,0,0,0
FL5350,TAIL1250,AL4,B737,short,2025-01-06T05:51:15.347376,0.93,119,windy,1.1,11.9,8.7,9.1,5.6,11.7,3,2,1,1,1,0,0,0,0,0
FL5351,TAIL1250,AL4,B737,medium,2025-01-06T09:54:26.551367,4.58,166,hot,1.15,12.8,9.7,10.1,6.5,12.7,4,3,2,2,2,0,0,0,0,0
FL5352,TAIL1250,AL4,B737,short,2025-01-06T18:30:26.997199,1.13,130,cold,1.05,17.4,14.2,14.7,11.1,17.3,5,4,3,3,3,0,0,0,0,0
FL5353,TAIL1250,AL4,B737,medium,2025-01-06T22:04:40.140011,4.87,156,clear,1.0,18.5,15.4,15.8,12.2,18.4,6,5,4,4,4,0,0,0,0,0
FL5354,TAIL1250,AL4,B737,short,2025-01-07T07:50:37.235833,1.49,153,rain,1.05,23.4,20.2,20.6,17.1,23.3,7,6,5,5,5,0,0,0,0,0
FL5355,TAIL1250,AL4,B737,short,2025-01-07T11:31:18.364091,1.79,139,cold,1.05,24.9,21.7,22.1,18.6,24.7,8,7,6,6,6,0,0,0,0,0
FL5356,TAIL1250,AL4,B737,short,2025-01-07T15:32:25.069206,1.12,142,hot,1.15,26.7,23.5,23.9,20.4,26.5,9,8,7,7,7,0,0,0,0,0
FL5357,TAIL1250,AL4,B737,short,2025-01-07T19:26:16.349233,1.47,162,windy,1.1,21.3,24.6,25.1,2.9,4.7,7,9,8,1,1,0,0,0,0,0
FL5358,TAIL1250,AL4,B737,long,2025-01-07T22:03:32.726054,10.66,229,windy,1.1,22.7,26.1,26.5,4.4,6.1,8,10,9,2,2,0,0,0,0,0
FL5359,TAIL1250,AL4,B737,medium,2025-01-08T11:08:31.618417,3.06,163,windy,1.1,33.4,36.8,37.2,15.0,16.8,9,11,10,3,3,0,0,0,0,0
FL5360,TAIL1251,AL3,B737,long,2025-01-01T09:00:00,6.74,218,rain,1.05,153.0,172.7,54.3,146.6,177.8,23,18,14,10,28,0,0,0,0,0
FL5361,TAIL1251,AL3,B737,medium,2025-01-01T19:38:15.405940,4.23,143,clear,1.0,6.8,179.4,61.0,10.7,8.8,1,19,15,1,1,0,0,0,0,0
FL5362,TAIL1251,AL3,B737,short,2025-01-02T04:39:36.626355,1.62,136,cold,1.05,11.0,113.8,12.2,7.9,13.6,2,9,1,1,1,0,0,0,0,0
FL5363,TAIL1251,AL3,B737,long,2025-01-02T08:58:41.698918,8.38,229,cold,1.05,12.6,10.1,10.4,7.5,2.2,3,1,1,1,1,0,0,0,0,0
FL5364,TAIL1251,AL3,B737,long,2025-01-02T20:53:29.742787,10.04,210,windy,1.1,21.0,18.5,18.8,15.9,10.6,4,2,2,2,2,0,0,0,0,0
FL5365,TAIL1251,AL3,B737,medium,2025-01-03T08:19:20.532571,3.47,146,rain,1.05,31.0,28.5,28.8,25.9,20.6,5,3,3,3,3,0,0,0,0,0
FL5366,TAIL1251,AL3,B737,medium,2025-01-03T12:59:51.825409,3.47,179,cold,1.05,34.5,12.6,20.6,23.3,18.4,6,1,2,2,2,0,0,0,0,0
FL5367,TAIL1251,AL3,B737,medium,2025-01-03T19:57:00.972914,4.52,137,cold,1.05,4.9,11.0,19.9,10.8,8.5,1,1,2,1,1,0,0,0,0,0
FL5368,TAIL1251,AL3,B737,short,2025-01-04T03:21:09.274432,1.28,125,hot,1.15,9.4,15.5,24.4,15.3,13.0,2,2,3,2,2,0,0,0,0,0
FL5369,TAIL1251,AL3,B737,medium,2025-01-04T07:30:17.904805,2.41,163,windy,1.1,10.7,16.8,25.7,16.6,14.3,3,3,4,3,3,0,0,0,0,0
FL5370,TAIL1251,AL3,B737,medium,2025-01-04T14:40:32.059297,3.46,170,cold,1.05,13.1,19.2,28.1,19.0,16.7,4,4,5,4,4,0,0,0,0,0
FL5371,TAIL1251,AL3,B737,short,2025-01-04T22:09:43.657781,1.94,140,rain,1.05,16.5,22.7,31.5,22.4,20.1,5,5,6,5,5,0,0,0,0,0
FL5372,TAIL1251,AL3,B737,long,2025-01-05T03:37:08.738657,10.31,202,cold,1.05,8.6,24.6,33.5,17.3,10.0,1,6,7,4,1,0,0,0,0,0
FL5373,TAIL1251,AL3,B737,medium,2025-01-05T18:47:46.459036,2.14,168,rain,1.05,18.9,34.9,43.8,27.6,20.3,2,7,8,5,2,0,0,0,0,0
FL5374,TAIL1251,AL3,B737,long,2025-01-05T22:36:12.920912,10.05,246,rain,1.05,17.1,27.5,4.2,17.9,14.1,2,5,1,3,2,0,0,0,0,0
FL5375,TAIL1251,AL3,B737,medium,2025-01-06T13:06:02.869119,4.64,169,windy,1.1,27.1,37.6,14.3,28.0,24.2,3,6,2,4,3,0,0,0,0,0
FL5376,TAIL1251,AL3,B737,long,2025-01-06T21:16:33.097196,7.3,205,windy,1.1,10.7,13.6,13.5,32.6,13.6,1,1,1,5,1,0,0,0,0,0
FL5377,TAIL1251,AL3,B737,short,2025-01-07T05:37:13.186840,1.39,136,rain,1.05,18.0,20.9,20.8,39.9,20.9,2,2,2,6,2,0,0,0,0,0
FL5378,TAIL1251,AL3,B737,short,2025-01-07T09:29:47.490388,1.58,135,windy,1.1,5.9,12.2,13.4,6.4,10.7,1,2,1,1,1,0,0,0,0,0
FL5379,TAIL1251,AL3,B737,short,2025-01-07T15:22:01.741933,1.27,137,cold,1.05,7.5,13.8,15.0,8.0,12.3,2,3,2,2,2,0,0,0,0,0
FL5380,TAIL1252,AL4,A321,long,2025-01-01T23:00:00,9.78,203,cold,1.05,168.9,13.2,89.0,2.3,186.1,16,3,5,21,11,0,0,0,0,0
FL5381,TAIL1252,AL4,A321,short,2025-01-02T13:01:58.581427,1.62,122,hot,1.15,178.7,15.9,17.3,17.4,128.4,17,1,1,1,7,0,0,0,0,0
FL5382,TAIL1252,AL4,A321,medium,2025-01-02T18:36:04.256007,2.65,158,clear,1.0,10.7,9.1,10.3,11.6,11.3,1,1,1,1,1,0,0,0,0,0
FL5383,TAIL1252,AL4,A321,long,2025-01-02T23:29:37.529772,6.89,226,windy,1.1,13.3,11.8,12.9,14.2,14.0,2,2,2,2,2,0,0,0,0,0
FL5384,TAIL1252,AL4,A321,medium,2025-01-03T10:11:12.712773,2.81,168,rain,1.05,20.2,18.6,19.8,21.1,20.9,3,3,3,3,3,0,0,0,0,0
FL5385,TAIL1252,AL4,A321,short,2025-01-03T16:36:34.641993,1.87,104,windy,1.1,23.0,21.5,22.6,23.9,23.7,4,4,4,4,4,0,0,0,0,0
FL5386,TAIL1252,AL4,A321,medium,2025-01-03T23:15:07.012325,3.1,148,clear,1.0,18.6,12.9,6.2,25.8,19.4,3,3,1,5,3,0,0,0,0,0
FL5387,TAIL1252,AL4,A321,short,2025-01-04T04:33:29.904936,1.61,134,hot,1.15,21.7,16.0,9.3,28.9,22.5,4,4,2,6,4,0,0,0,0,0
FL5388,TAIL1252,AL4,A321,medium,2025-01-04T07:15:29.906795,2.11,167,rain,1.05,23.3,17.6,10.9,30.5,24.1,5,5,3,7,5,0,0,0,0,0
FL5389,TAIL1252,AL4,A321,medium,2025-01-04T13:43:57.696167,3.5,166,hot,1.15,25.4,19.7,13.0,32.6,26.2,6,6,4,8,6,0,0,0,0,0
FL5390,TAIL1252,AL4,A321,short,2025-01-04T19:57:22.182234,1.74,153,rain,1.05,28.9,18.6,16.5,4.9,22.4,7,4,5,1,4,0,0,0,0,0
FL5391,TAIL1252,AL4,A321,medium,2025-01-05T01:12:14.694929,2.48,141,cold,1.05,30.6,20.4,18.3,6.6,24.1,8,5,6,2,5,0,0,0,0,0
FL5392,TAIL1252,AL4,A321,medium,2025-01-05T05:24:52.560551,2.52,190,cold,1.05,33.1,22.9,20.8,9.1,26.6,9,6,7,3,6,0,0,0,0,0
FL5393,TAIL1252,AL4,A321,long,2025-01-05T10:26:44.863217,9.78,211,clear,1.0,35.6,3.3,3.0,11.6,18.1,10,1,1,4,5,0,0,0,0,0
FL5394,TAIL1252,AL4,A321,long,2025-01-05T23:10:50.375481,5.4,224,clear,1.0,45.4,13.1,12.8,21.4,27.9,11,2,2,5,6,0,0,0,0,0
FL5395,TAIL1252,AL4,A321,short,2025-01-06T06:26:43.925034,1.19,167,hot,1.15,50.8,18.4,18.2,26.8,33.3,12,3,3,6,7,0,0,0,0,0
FL5396,TAIL1252,AL4,A321,medium,2025-01-06T08:47:06.732341,2.92,147,windy,1.1,8.5,19.6,11.0,7.9,5.4,1,4,2,1,1,0,0,0,0,0
FL5397,TAIL1252,AL4,A321,medium,2025-01-06T16:10:31.339536,3.36,174,hot,1.15,11.5,22.6,13.9,10.9,8.3,2,5,3,2,2,0,0,0,0,0
FL5398,TAIL1252,AL4,A321,medium,2025-01-06T20:43:56.284031,3.64,153,rain,1.05,14.8,25.9,17.2,14.2,11.7,3,6,4,3,3,0,0,0,0,0
FL5399,TAIL1252,AL4,A321,short,2025-01-07T04:42:56.079283,1.93,140,clear,1.0,18.5,29.6,20.9,17.9,15.3,4,7,5,4,4,0,0,0,0,0
FL5400,TAIL1252,AL4,A321,medium,2025-01-07T08:32:23.860023,2.84,134,rain,1.05,20.4,31.5,22.8,19.8,17.2,5,8,6,5,5,0,0,0,0,0
FL5401,TAIL1253,AL1,A321,medium,2025-01-02T00:00:00,2.16,162,cold,1.05,177.3,19.1,74.4,141.4,59.0,27,14,0,25,5,0,0,0,0,0
FL5402,TAIL1253,AL1,A321,short,2025-01-02T03:50:40.738296,1.72,123,rain,1.05,141.6,21.3,2.9,76.0,5.1,17,15,1,16,1,0,0,0,0,0
FL5403,TAIL1253,AL1,A321,medium,2025-01-02T10:24:17.545224,4.89,168,rain,1.05,143.4,8.3,3.7,52.5,7.3,18,1,1,7,1,0,0,0,0,0
FL5404,TAIL1253,AL1,A321,medium,2025-01-02T19:32:58.081035,3.59,143,cold,1.05,93.5,13.2,8.6,6.2,8.1,11,1,2,1,1,0,0,0,0,0
FL5405,TAIL1253,AL1,A321,short,2025-01-03T01:32:04.905714,1.05,148,rain,1.05,70.5,11.7,5.0,9.5,7.7,6,1,1,1,1,0,0,0,0,0
FL5406,TAIL1253,AL1,A321,short,2025-01-03T06:55:30.176910,1.74,129,clear,1.0,71.5,12.7,6.1,10.5,8.7,7,2,2,2,2,0,0,0,0,0
FL5407,TAIL1253,AL1,A321,long,2025-01-03T12:15:33.147402,6.09,227,rain,1.05,73.3,14.4,7.8,12.3,10.5,8,3,3,3,3,0,0,0,0,0
FL5408,TAIL1253,AL1,A321,short,2025-01-03T23:11:46.620942,1.31,140,cold,1.05,12.0,15.6,13.9,14.1,12.8,1,1,4,1,3,0,0,0,0,0
FL5409,TAIL1253,AL1,A321,short,2025-01-04T04:00:27.331028,1.01,155,hot,1.15,13.3,16.9,15.2,15.4,14.1,2,2,5,2,4,0,0,0,0,0
FL5410,TAIL1253,AL1,A321,short,2025-01-04T09:53:40.998956,1.32,148,rain,1.05,14.3,17.9,16.2,16.4,15.1,3,3,6,3,5,0,0,0,0,0
FL5411,TAIL1253,AL1,A321,short,2025-01-04T15:39:03.677126,1.69,154,windy,1.1,15.6,19.2,17.6,17.7,16.5,4,4,7,4,6,0,0,0,0,0
FL5412,TAIL1253,AL1,A321,medium,2025-01-04T19:23:51.464912,2.43,143,hot,1.15,17.3,20.9,19.2,19.4,18.1,5,5,8,5,7,0,0,0,0,0
FL5413,TAIL1253,AL1,A321,medium,2025-01-05T02:24:28.017967,4.79,134,cold,1.05,19.8,23.3,21.7,21.9,20.6,6,6,9,6,8,0,0,0,0,0
FL5414,TAIL1253,AL1,A321,medium,2025-01-05T11:55:19.291227,4.34,143,cold,1.05,24.6,28.1,26.5,26.7,25.4,7,7,10,7,9,0,0,0,0,0
FL5415,TAIL1253,AL1,A321,medium,2025-01-05T20:50:31.314226,2.82,142,clear,1.0,10.4,13.7,25.3,31.0,29.7,1,1,5,8,10,0,0,0,0,0
FL5416,TAIL1254,AL1,B737,short,2025-01-02T05:00:00,1.8,133,hot,1.15,78.1,4.7,135.8,145.4,130.7,8,21,17,3,10,0,0,0,0,0
FL5417,TAIL1254,AL1,B737,short,2025-01-02T10:43:54.179656,1.4,138,rain,1.05,11.1,3.9,137.6,6.4,86.4,1,1,18,1,8,0,0,0,0,0
FL5418,TAIL1254,AL1,B737,medium,2025-01-02T13:21:29.800260,3.27,162,hot,1.15,9.8,5.3,7.4,9.7,56.2,1,2,1,1,4,0,0,0,0,0
FL5419,TAIL1254,AL1,B737,short,2025-01-02T19:09:51.677715,1.4,121,clear,1.0,13.1,8.5,10.7,12.9,59.5,2,3,2,2,5,0,0,0,0,0
FL5420,TAIL1254,AL1,B737,short,2025-01-02T23:54:57.942594,1.46,145,cold,1.05,14.5,9.9,12.1,14.3,60.9,3,4,3,3,6,0,0,0,0,0
FL5421,TAIL1254,AL1,B737,short,2025-01-03T03:17:45.987569,0.92,132,rain,1.05,4.3,7.4,13.5,2.1,11.1,1,1,4,1,1,0,0,0,0,0
FL5422,TAIL1254,AL1,B737,medium,2025-01-03T06:09:03.664102,4.7,165,windy,1.1,5.2,8.4,14.4,3.0,12.0,2,2,5,2,2,0,0,0,0,0
FL5423,TAIL1254,AL1,B737,short,2025-01-03T13:00:18.137418,1.9,143,hot,1.15,9.9,13.1,19.1,7.7,16.7,3,3,6,3,3,0,0,0,0,0
FL5424,TAIL1254,AL1,B737,short,2025-01-03T18:19:11.059221,1.86,149,hot,1.15,11.8,15.0,21.0,9.6,18.6,4,4,7,4,4,0,0,0,0,0
FL5425,TAIL1254,AL1,B737,short,2025-01-03T23:01:45.708053,1.41,133,rain,1.05,13.7,16.8,22.9,11.5,20.5,5,5,8,5,5,0,0,0,0,0
FL5426,TAIL1254,AL1,B737,medium,2025-01-04T03:35:21.983987,3.67,155,windy,1.1,15.1,18.2,24.3,12.9,21.9,6,6,9,6,6,0,0,0,0,0
FL5427,TAIL1254,AL1,B737,medium,2025-01-04T08:28:20.998338,4.23,155,clear,1.0,18.7,21.9,28.0,16.6,25.6,7,7,10,7,7,0,0,0,0,0
FL5428,TAIL1254,AL1,B737,short,2025-01-04T14:12:44.855875,1.49,129,hot,1.15,23.0,26.1,32.2,14.4,5.5,8,8,11,3,1,0,0,0,0,0
FL5429,TAIL1254,AL1,B737,short,2025-01-04T17:47:10.029827,1.99,155,hot,1.15,24.5,27.6,33.7,15.9,7.0,9,9,12,4,2,0,0,0,0,0
FL5430,TAIL1255,AL4,B737,medium,2025-01-01T13:00:00,4.93,139,windy,1.1,31.0,86.5,199.0,147.9,142.0,17,23,14,25,10,0,0,0,0,1
FL5431,TAIL1255,AL4,B737,short,2025-01-01T21:28:54.068952,1.15,160,windy,1.1,36.0,57.6,203.9,99.0,80.2,18,11,15,14,8,0,0,0,0,1
FL5432,TAIL1255,AL4,B737,long,2025-01-02T00:56:44.142305,7.97,206,cold,1.05,26.3,1.8,132.4,9.8,46.5,15,1,7,1,5,0,0,0,0,1
FL5433,TAIL1255,AL4,B737,short,2025-01-02T13:37:22.935484,0.93,143,rain,1.05,9.9,15.8,16.9,17.8,54.5,1,1,1,2,6,0,0,0,0,0
FL5434,TAIL1255,AL4,B737,short,2025-01-02T19:29:36.496986,1.99,149,clear,1.0,10.8,11.6,6.8,8.5,40.6,2,1,1,1,4,0,0,0,0,0
FL5435,TAIL1255,AL4,B737,short,2025-01-02T23:54:51.612215,1.25,129,rain,1.05,12.8,13.6,8.8,10.5,42.6,3,2,2,2,5,0,0,0,0,0
