flight_id,tail_id,client_id,maintenance_needed,hazard_score,pred_time_to_failure_hours
FL2607,TAIL1092,AL1,0,0.627,86.5
FL2608,TAIL1092,AL1,0,0.554,87.1
FL2609,TAIL1092,AL1,0,0.67,78.7
FL2610,TAIL1092,AL1,0,0.718,82.5
FL2611,TAIL1092,AL1,0,0.801,63.4
FL2612,TAIL1092,AL1,0,0.807,53.9
FL2613,TAIL1092,AL1,1,0.884,34.6
FL2614,TAIL1092,AL1,0,0.487,103.5
FL2615,TAIL1092,AL1,0,0.578,64.3
FL2616,TAIL1093,AL3,1,1.8,19.9
FL2617,TAIL1093,AL3,1,1.471,43.4
FL2618,TAIL1093,AL3,1,1.313,62.0
FL2619,TAIL1093,AL3,0,0.492,88.9
FL2620,TAIL1093,AL3,0,0.648,54.0
FL2621,TAIL1093,AL3,0,0.757,77.8
FL2622,TAIL1093,AL3,1,0.895,30.4
FL2623,TAIL1093,AL3,1,0.935,60.6
FL2624,TAIL1093,AL3,0,0.706,52.8
FL2625,TAIL1093,AL3,1,1.167,26.4
FL2626,TAIL1093,AL3,0,0.709,60.7
FL2627,TAIL1093,AL3,0,0.795,41.2
FL2628,TAIL1093,AL3,0,0.565,82.2
FL2629,TAIL1093,AL3,0,0.777,40.0
FL2630,TAIL1093,AL3,0,0.842,50.7
FL2631,TAIL1093,AL3,0,0.519,68.9
FL2632,TAIL1093,AL3,0,0.754,65.7
FL2633,TAIL1093,AL3,1,0.964,49.9
FL2634,TAIL1093,AL3,0,0.863,63.0
FL2635,TAIL1093,AL3,0,0.628,73.3
FL2636,TAIL1093,AL3,1,1.04,39.5
FL2637,TAIL1093,AL3,1,0.92,56.8
FL2638,TAIL1094,AL1,1,1.8,27.5
FL2639,TAIL1094,AL1,1,1.212,13.0
FL2640,TAIL1094,AL1,0,0.425,69.2
FL2641,TAIL1094,AL1,0,0.371,92.5
FL2642,TAIL1094,AL1,0,0.483,72.0
FL2643,TAIL1094,AL1,0,0.609,88.4
FL2644,TAIL1094,AL1,0,0.641,48.7
FL2645,TAIL1094,AL1,0,0.775,58.8
FL2646,TAIL1094,AL1,0,0.703,87.4
FL2647,TAIL1094,AL1,0,0.674,67.1
FL2648,TAIL1094,AL1,0,0.852,45.5
FL2649,TAIL1094,AL1,0,0.568,96.0
FL2650,TAIL1094,AL1,0,0.592,85.8
FL2651,TAIL1095,AL1,1,1.8,35.5
FL2652,TAIL1095,AL1,1,1.772,28.8
FL2653,TAIL1095,AL1,1,1.583,44.3
FL2654,TAIL1095,AL1,1,1.211,29.6
FL2655,TAIL1095,AL1,1,0.976,63.3
FL2656,TAIL1095,AL1,0,0.458,92.2
FL2657,TAIL1095,AL1,0,0.531,78.1
FL2658,TAIL1095,AL1,0,0.6,54.6
FL2659,TAIL1095,AL1,1,0.906,40.6
FL2660,TAIL1096,AL4,1,1.8,41.4
FL2661,TAIL1096,AL4,1,1.461,31.4
FL2662,TAIL1096,AL4,1,1.475,50.5
FL2663,TAIL1096,AL4,0,0.553,66.2
FL2664,TAIL1096,AL4,0,0.673,54.2
FL2665,TAIL1096,AL4,0,0.781,54.9
FL2666,TAIL1096,AL4,1,0.917,50.4
FL2667,TAIL1096,AL4,0,0.51,80.0
FL2668,TAIL1096,AL4,0,0.847,74.7
FL2669,TAIL1096,AL4,0,0.654,101.0
FL2670,TAIL1097,AL1,1,1.8,34.2
FL2671,TAIL1097,AL1,1,1.621,40.2
FL2672,TAIL1097,AL1,1,1.008,65.0
FL2673,TAIL1097,AL1,1,0.901,72.8
FL2674,TAIL1097,AL1,0,0.536,80.7
FL2675,TAIL1097,AL1,0,0.645,57.9
FL2676,TAIL1097,AL1,1,0.88,74.9
FL2677,TAIL1097,AL1,0,0.628,90.1
FL2678,TAIL1097,AL1,0,0.699,66.9
FL2679,TAIL1097,AL1,0,0.788,74.1
FL2680,TAIL1097,AL1,1,0.956,56.0
FL2681,TAIL1097,AL1,0,0.559,92.5
FL2682,TAIL1097,AL1,0,0.647,63.6
FL2683,TAIL1097,AL1,1,0.943,18.0
FL2684,TAIL1097,AL1,0,0.478,77.7
FL2685,TAIL1097,AL1,0,0.495,97.5
FL2686,TAIL1097,AL1,0,0.611,51.9
FL2687,TAIL1098,AL4,1,1.8,35.8
FL2688,TAIL1098,AL4,1,1.8,16.2
FL2689,TAIL1098,AL4,1,1.363,37.5
FL2690,TAIL1098,AL4,0,0.409,83.0
FL2691,TAIL1098,AL4,0,0.483,83.5
FL2692,TAIL1098,AL4,0,0.502,82.8
FL2693,TAIL1098,AL4,0,0.597,61.5
FL2694,TAIL1098,AL4,0,0.817,67.0
FL2695,TAIL1098,AL4,0,0.828,51.5
FL2696,TAIL1098,AL4,0,0.591,86.5
FL2697,TAIL1098,AL4,0,0.67,67.2
FL2698,TAIL1098,AL4,0,0.715,54.2
FL2699,TAIL1098,AL4,1,0.882,62.7
FL2700,TAIL1099,AL1,1,1.8,56.0
FL2701,TAIL1099,AL1,1,1.8,26.0
FL2702,TAIL1099,AL1,1,0.945,84.6
FL2703,TAIL1099,AL1,0,0.363,94.4
FL2704,TAIL1099,AL1,0,0.538,76.8
FL2705,TAIL1099,AL1,0,0.53,77.6
FL2706,TAIL1099,AL1,0,0.807,49.3
FL2707,TAIL1099,AL1,0,0.847,61.7
FL2708,TAIL1099,AL1,0,0.804,61.8
FL2709,TAIL1099,AL1,0,0.63,74.0
FL2710,TAIL1099,AL1,0,0.647,61.7
FL2711,TAIL1099,AL1,0,0.667,63.9
FL2712,TAIL1099,AL1,0,0.791,68.3
FL2713,TAIL1099,AL1,1,0.866,60.3
FL2714,TAIL1099,AL1,0,0.648,75.5
FL2715,TAIL1099,AL1,0,0.741,86.8
FL2716,TAIL1099,AL1,0,0.779,59.5
FL2717,TAIL1099,AL1,1,0.941,80.7
FL2718,TAIL1099,AL1,0,0.6,100.0
FL2719,TAIL1099,AL1,0,0.733,42.4
FL2720,TAIL1100,AL4,1,1.8,36.5
FL2721,TAIL1100,AL4,0,0.597,54.6
FL2722,TAIL1100,AL4,0,0.736,59.0
FL2723,TAIL1100,AL4,0,0.792,58.2
FL2724,TAIL1100,AL4,0,0.857,61.2
FL2725,TAIL1100,AL4,0,0.661,61.7
FL2726,TAIL1100,AL4,0,0.767,55.7
FL2727,TAIL1100,AL4,1,0.888,52.5
FL2728,TAIL1100,AL4,0,0.65,67.3
FL2729,TAIL1100,AL4,0,0.649,71.9
FL2730,TAIL1100,AL4,0,0.704,84.3
FL2731,TAIL1100,AL4,0,0.719,63.6
FL2732,TAIL1100,AL4,0,0.831,50.4
FL2733,TAIL1100,AL4,0,0.802,91.1
FL2734,TAIL1100,AL4,0,0.723,70.6
FL2735,TAIL1100,AL4,0,0.796,38.0
FL2736,TAIL1100,AL4,0,0.797,72.9
FL2737,TAIL1101,AL1,1,1.8,33.2
FL2738,TAIL1101,AL1,1,1.37,37.3
FL2739,TAIL1101,AL1,1,1.091,56.9
FL2740,TAIL1101,AL1,0,0.537,60.5
FL2741,TAIL1101,AL1,0,0.589,77.5
FL2742,TAIL1101,AL1,0,0.676,53.4
FL2743,TAIL1101,AL1,0,0.742,64.9
FL2744,TAIL1101,AL1,0,0.818,43.3
FL2745,TAIL1101,AL1,0,0.837,72.7
FL2746,TAIL1101,AL1,0,0.454,80.7
FL2747,TAIL1101,AL1,0,0.637,78.3
FL2748,TAIL1101,AL1,0,0.762,75.9
FL2749,TAIL1101,AL1,0,0.475,64.4
FL2750,TAIL1101,AL1,0,0.595,83.2
FL2751,TAIL1101,AL1,0,0.656,67.9
FL2752,TAIL1101,AL1,0,0.624,66.1
FL2753,TAIL1101,AL1,0,0.745,71.5
FL2754,TAIL1101,AL1,1,0.869,54.0
FL2755,TAIL1101,AL1,0,0.759,78.9
FL2756,TAIL1101,AL1,1,0.926,49.4
FL2757,TAIL1101,AL1,0,0.768,56.1
FL2758,TAIL1101,AL1,0,0.591,65.8
FL2759,TAIL1101,AL1,0,0.574,64.9
FL2760,TAIL1101,AL1,0,0.816,33.9
FL2761,TAIL1101,AL1,0,0.798,42.6
FL2762,TAIL1102,AL3,1,1.8,15.7
FL2763,TAIL1102,AL3,1,1.135,59.8
FL2764,TAIL1102,AL3,1,1.147,39.9
FL2765,TAIL1102,AL3,0,0.8,56.0
FL2766,TAIL1102,AL3,0,0.828,56.3
FL2767,TAIL1102,AL3,1,0.933,62.7
FL2768,TAIL1102,AL3,0,0.449,83.8
FL2769,TAIL1102,AL3,0,0.485,68.9
FL2770,TAIL1102,AL3,0,0.573,80.7
FL2771,TAIL1102,AL3,0,0.698,63.6
FL2772,TAIL1102,AL3,0,0.708,74.4
FL2773,TAIL1102,AL3,0,0.815,50.2
FL2774,TAIL1102,AL3,0,0.548,95.0
FL2775,TAIL1102,AL3,1,0.904,65.2
FL2776,TAIL1102,AL3,0,0.615,59.8
FL2777,TAIL1102,AL3,0,0.699,64.5
FL2778,TAIL1102,AL3,1,1.003,36.3
FL2779,TAIL1102,AL3,0,0.584,75.5
FL2780,TAIL1102,AL3,0,0.799,65.2
FL2781,TAIL1102,AL3,0,0.463,83.0
FL2782,TAIL1102,AL3,0,0.608,87.8
FL2783,TAIL1102,AL3,1,0.905,51.9
FL2784,TAIL1102,AL3,0,0.793,69.1
FL2785,TAIL1102,AL3,0,0.654,63.4
FL2786,TAIL1103,AL3,1,1.8,35.3
FL2787,TAIL1103,AL3,1,1.773,43.1
FL2788,TAIL1103,AL3,1,1.527,43.3
FL2789,TAIL1103,AL3,0,0.35,83.3
FL2790,TAIL1103,AL3,0,0.598,77.5
FL2791,TAIL1103,AL3,0,0.646,101.9
FL2792,TAIL1103,AL3,0,0.859,52.1
FL2793,TAIL1103,AL3,0,0.685,70.2
FL2794,TAIL1103,AL3,1,0.883,51.6
FL2795,TAIL1103,AL3,0,0.516,77.9
FL2796,TAIL1103,AL3,0,0.584,62.5
FL2797,TAIL1103,AL3,0,0.69,56.8
FL2798,TAIL1103,AL3,1,0.966,24.9
FL2799,TAIL1103,AL3,0,0.783,52.3
FL2800,TAIL1103,AL3,0,0.672,71.1
FL2801,TAIL1103,AL3,1,0.888,65.8
FL2802,TAIL1103,AL3,0,0.636,61.7
FL2803,TAIL1103,AL3,0,0.634,62.0
FL2804,TAIL1103,AL3,1,0.875,62.3
FL2805,TAIL1103,AL3,0,0.761,39.9
FL2806,TAIL1103,AL3,1,0.877,56.6
FL2807,TAIL1104,AL4,1,1.8,50.8
FL2808,TAIL1104,AL4,1,1.785,22.4
FL2809,TAIL1104,AL4,0,0.702,51.9
FL2810,TAIL1104,AL4,0,0.731,64.4
FL2811,TAIL1104,AL4,1,0.936,41.3
FL2812,TAIL1104,AL4,0,0.533,74.7
FL2813,TAIL1104,AL4,0,0.647,74.7
FL2814,TAIL1104,AL4,0,0.707,89.8
FL2815,TAIL1104,AL4,1,0.954,72.8
FL2816,TAIL1104,AL4,0,0.711,74.3
FL2817,TAIL1104,AL4,0,0.854,59.1
FL2818,TAIL1104,AL4,0,0.513,76.0
FL2819,TAIL1104,AL4,0,0.605,84.1
FL2820,TAIL1104,AL4,1,0.977,54.8
FL2821,TAIL1104,AL4,0,0.695,47.0
FL2822,TAIL1104,AL4,0,0.665,77.5
FL2823,TAIL1104,AL4,0,0.839,50.2
FL2824,TAIL1104,AL4,1,0.867,36.7
FL2825,TAIL1105,AL1,1,1.8,28.2
FL2826,TAIL1105,AL1,1,1.8,57.7
FL2827,TAIL1105,AL1,1,1.8,32.9
FL2828,TAIL1105,AL1,1,1.196,59.8
FL2829,TAIL1105,AL1,0,0.462,87.4
FL2830,TAIL1105,AL1,0,0.513,84.9
FL2831,TAIL1105,AL1,0,0.818,45.0
FL2832,TAIL1105,AL1,0,0.603,55.7
FL2833,TAIL1105,AL1,0,0.727,73.4
FL2834,TAIL1105,AL1,0,0.751,80.8
FL2835,TAIL1105,AL1,1,0.952,56.5
FL2836,TAIL1105,AL1,0,0.667,80.0
FL2837,TAIL1105,AL1,0,0.769,62.6
FL2838,TAIL1105,AL1,0,0.768,88.7
FL2839,TAIL1106,AL3,1,1.8,49.2
FL2840,TAIL1106,AL3,1,1.122,41.0
FL2841,TAIL1106,AL3,0,0.606,95.1
FL2842,TAIL1106,AL3,0,0.648,47.4
FL2843,TAIL1106,AL3,0,0.843,52.9
FL2844,TAIL1106,AL3,0,0.642,59.7
FL2845,TAIL1106,AL3,0,0.774,37.2
FL2846,TAIL1106,AL3,1,0.901,64.3
FL2847,TAIL1106,AL3,0,0.842,50.9
FL2848,TAIL1106,AL3,1,0.986,59.6
FL2849,TAIL1106,AL3,0,0.608,78.3
FL2850,TAIL1106,AL3,0,0.709,62.0
FL2851,TAIL1106,AL3,0,0.781,89.1
FL2852,TAIL1107,AL4,1,1.8,48.5
FL2853,TAIL1107,AL4,1,1.428,45.0
FL2854,TAIL1107,AL4,1,1.134,68.6
FL2855,TAIL1107,AL4,1,1.286,78.2
FL2856,TAIL1107,AL4,1,1.216,45.5
FL2857,TAIL1107,AL4,0,0.863,66.1
FL2858,TAIL1107,AL4,0,0.441,90.7
FL2859,TAIL1107,AL4,0,0.515,70.9
FL2860,TAIL1107,AL4,0,0.566,73.7
FL2861,TAIL1107,AL4,0,0.619,77.1
FL2862,TAIL1107,AL4,0,0.67,54.5
FL2863,TAIL1107,AL4,0,0.815,52.6
FL2864,TAIL1107,AL4,0,0.812,67.9
FL2865,TAIL1107,AL4,0,0.508,91.6
FL2866,TAIL1107,AL4,0,0.607,74.4
FL2867,TAIL1107,AL4,0,0.675,72.6
FL2868,TAIL1107,AL4,0,0.678,57.6
FL2869,TAIL1107,AL4,0,0.682,56.0
FL2870,TAIL1108,AL3,1,1.8,31.0
FL2871,TAIL1108,AL3,1,1.8,16.6
FL2872,TAIL1108,AL3,1,1.089,57.7
FL2873,TAIL1108,AL3,1,1.057,57.0
FL2874,TAIL1108,AL3,0,0.436,74.5
FL2875,TAIL1108,AL3,0,0.582,73.7
FL2876,TAIL1108,AL3,0,0.757,50.7
FL2877,TAIL1108,AL3,1,0.948,61.1
FL2878,TAIL1108,AL3,1,0.928,73.2
FL2879,TAIL1108,AL3,0,0.706,57.3
FL2880,TAIL1108,AL3,0,0.769,53.9
FL2881,TAIL1108,AL3,1,0.906,67.9
FL2882,TAIL1108,AL3,0,0.75,57.8
FL2883,TAIL1108,AL3,0,0.769,57.5
FL2884,TAIL1109,AL1,1,1.8,44.6
FL2885,TAIL1109,AL1,0,0.52,74.4
FL2886,TAIL1109,AL1,0,0.435,93.2
FL2887,TAIL1109,AL1,0,0.603,76.8
FL2888,TAIL1109,AL1,0,0.603,60.4
FL2889,TAIL1109,AL1,0,0.66,50.1
FL2890,TAIL1109,AL1,0,0.737,72.0
FL2891,TAIL1109,AL1,0,0.753,70.5
FL2892,TAIL1109,AL1,0,0.771,56.3
FL2893,TAIL1109,AL1,0,0.744,68.7
FL2894,TAIL1109,AL1,0,0.843,70.3
FL2895,TAIL1109,AL1,0,0.499,82.3
FL2896,TAIL1109,AL1,0,0.638,79.8
FL2897,TAIL1109,AL1,0,0.646,50.6
FL2898,TAIL1109,AL1,0,0.819,68.7
FL2899,TAIL1109,AL1,1,0.909,58.8
FL2900,TAIL1109,AL1,0,0.583,80.8
FL2901,TAIL1109,AL1,0,0.708,75.7
FL2902,TAIL1109,AL1,0,0.72,70.7
FL2903,TAIL1109,AL1,0,0.774,66.4
FL2904,TAIL1109,AL1,0,0.669,44.3
FL2905,TAIL1110,AL2,1,1.8,46.2
FL2906,TAIL1110,AL2,1,1.456,29.1
FL2907,TAIL1110,AL2,1,1.622,45.2
FL2908,TAIL1110,AL2,1,1.304,38.6
FL2909,TAIL1110,AL2,1,1.286,54.6
FL2910,TAIL1110,AL2,0,0.605,80.5
FL2911,TAIL1110,AL2,0,0.701,70.6
FL2912,TAIL1110,AL2,0,0.821,69.3
FL2913,TAIL1110,AL2,1,0.932,53.0
FL2914,TAIL1110,AL2,0,0.848,44.1
FL2915,TAIL1110,AL2,0,0.55,73.3
FL2916,TAIL1110,AL2,0,0.841,78.8
FL2917,TAIL1110,AL2,0,0.83,73.7
FL2918,TAIL1110,AL2,1,0.94,62.4
FL2919,TAIL1110,AL2,0,0.75,68.6
FL2920,TAIL1110,AL2,1,1.051,54.5
FL2921,TAIL1110,AL2,0,0.575,53.6
FL2922,TAIL1110,AL2,0,0.663,78.8
FL2923,TAIL1110,AL2,0,0.785,49.7
FL2924,TAIL1110,AL2,1,0.901,68.2
FL2925,TAIL1110,AL2,0,0.509,97.6
FL2926,TAIL1110,AL2,0,0.775,62.6
FL2927,TAIL1110,AL2,0,0.544,94.9
FL2928,TAIL1111,AL4,1,1.8,37.8
FL2929,TAIL1111,AL4,1,1.522,35.2
FL2930,TAIL1111,AL4,1,0.99,61.4
FL2931,TAIL1111,AL4,0,0.595,73.4
FL2932,TAIL1111,AL4,0,0.648,73.2
FL2933,TAIL1111,AL4,1,0.956,56.3
FL2934,TAIL1111,AL4,0,0.349,83.4
FL2935,TAIL1111,AL4,0,0.444,100.3
FL2936,TAIL1112,AL1,1,1.8,40.5
FL2937,TAIL1112,AL1,1,1.679,47.4
FL2938,TAIL1112,AL1,0,0.331,81.4
FL2939,TAIL1112,AL1,0,0.527,77.3
FL2940,TAIL1112,AL1,0,0.556,62.7
FL2941,TAIL1112,AL1,0,0.535,87.2
FL2942,TAIL1112,AL1,0,0.688,84.0
FL2943,TAIL1112,AL1,0,0.649,65.8
FL2944,TAIL1112,AL1,0,0.858,72.0
FL2945,TAIL1112,AL1,0,0.595,72.1
FL2946,TAIL1112,AL1,0,0.679,90.3
FL2947,TAIL1112,AL1,0,0.698,81.2
FL2948,TAIL1112,AL1,0,0.729,64.6
FL2949,TAIL1112,AL1,0,0.69,81.7
FL2950,TAIL1112,AL1,0,0.755,62.0
FL2951,TAIL1112,AL1,1,0.955,54.8
FL2952,TAIL1112,AL1,0,0.363,93.6
FL2953,TAIL1112,AL1,0,0.547,57.7
FL2954,TAIL1113,AL2,1,1.8,39.4
FL2955,TAIL1113,AL2,0,0.773,50.8
FL2956,TAIL1113,AL2,0,0.818,51.7
FL2957,TAIL1113,AL2,0,0.641,92.1
FL2958,TAIL1113,AL2,0,0.699,95.6
FL2959,TAIL1113,AL2,1,0.871,67.7
FL2960,TAIL1113,AL2,0,0.44,99.9
FL2961,TAIL1113,AL2,0,0.629,62.7
FL2962,TAIL1113,AL2,0,0.636,73.0
FL2963,TAIL1113,AL2,0,0.758,59.7
FL2964,TAIL1113,AL2,1,0.94,48.1
FL2965,TAIL1113,AL2,0,0.615,61.4
FL2966,TAIL1113,AL2,0,0.735,75.1
FL2967,TAIL1113,AL2,1,0.87,59.7
FL2968,TAIL1113,AL2,1,0.944,55.3
FL2969,TAIL1113,AL2,0,0.815,44.4
FL2970,TAIL1113,AL2,0,0.701,57.6
FL2971,TAIL1113,AL2,1,1.085,49.3
FL2972,TAIL1113,AL2,0,0.622,74.3
FL2973,TAIL1113,AL2,0,0.645,63.5
FL2974,TAIL1113,AL2,1,0.931,57.5
FL2975,TAIL1113,AL2,0,0.568,71.2
FL2976,TAIL1114,AL3,1,1.8,36.4
FL2977,TAIL1114,AL3,1,1.8,30.2
FL2978,TAIL1114,AL3,1,1.8,28.3
FL2979,TAIL1114,AL3,1,1.623,25.4
FL2980,TAIL1114,AL3,1,1.187,47.8
FL2981,TAIL1114,AL3,0,0.668,72.6
FL2982,TAIL1114,AL3,1,0.998,35.6
FL2983,TAIL1114,AL3,1,0.892,57.4
FL2984,TAIL1114,AL3,0,0.496,77.7
FL2985,TAIL1114,AL3,0,0.487,79.3
FL2986,TAIL1114,AL3,0,0.768,52.4
FL2987,TAIL1114,AL3,1,0.965,41.2
FL2988,TAIL1114,AL3,1,0.899,37.2
FL2989,TAIL1114,AL3,0,0.724,72.2
FL2990,TAIL1114,AL3,1,0.99,57.6
FL2991,TAIL1114,AL3,1,0.889,55.6
FL2992,TAIL1114,AL3,0,0.642,56.2
FL2993,TAIL1115,AL2,1,1.8,51.4
FL2994,TAIL1115,AL2,0,0.766,72.2
FL2995,TAIL1115,AL2,1,1.095,43.5
FL2996,TAIL1115,AL2,0,0.548,78.8
FL2997,TAIL1115,AL2,0,0.626,43.6
FL2998,TAIL1115,AL2,0,0.724,56.1
FL2999,TAIL1115,AL2,0,0.803,61.2
FL3000,TAIL1115,AL2,0,0.681,67.5
FL3001,TAIL1115,AL2,0,0.596,77.9
FL3002,TAIL1115,AL2,0,0.664,70.4
FL3003,TAIL1115,AL2,0,0.786,57.5
FL3004,TAIL1115,AL2,0,0.754,62.2
FL3005,TAIL1115,AL2,1,1.068,30.7
FL3006,TAIL1115,AL2,1,0.947,56.2
FL3007,TAIL1115,AL2,0,0.691,84.1
FL3008,TAIL1115,AL2,0,0.77,58.7
FL3009,TAIL1116,AL1,1,1.01,50.3
FL3010,TAIL1116,AL1,0,0.863,58.4
FL3011,TAIL1116,AL1,1,0.978,75.3
FL3012,TAIL1116,AL1,0,0.685,68.9
FL3013,TAIL1116,AL1,0,0.723,57.6
FL3014,TAIL1116,AL1,0,0.793,49.8
FL3015,TAIL1116,AL1,0,0.748,61.0
FL3016,TAIL1116,AL1,0,0.855,22.7
FL3017,TAIL1116,AL1,0,0.384,71.7
FL3018,TAIL1116,AL1,0,0.65,65.6
FL3019,TAIL1116,AL1,0,0.748,65.6
FL3020,TAIL1116,AL1,0,0.795,38.1
FL3021,TAIL1116,AL1,0,0.585,72.8
FL3022,TAIL1116,AL1,0,0.603,78.0
FL3023,TAIL1116,AL1,0,0.737,53.0
FL3024,TAIL1116,AL1,0,0.745,48.6
FL3025,TAIL1116,AL1,0,0.757,43.9
FL3026,TAIL1116,AL1,0,0.833,68.9
FL3027,TAIL1116,AL1,0,0.707,75.3
FL3028,TAIL1116,AL1,1,0.976,48.1
FL3029,TAIL1116,AL1,0,0.524,63.5
FL3030,TAIL1116,AL1,0,0.667,65.9
FL3031,TAIL1117,AL1,1,1.8,30.3
FL3032,TAIL1117,AL1,1,1.542,39.9
FL3033,TAIL1117,AL1,0,0.827,52.4
FL3034,TAIL1117,AL1,0,0.4,88.3
FL3035,TAIL1117,AL1,0,0.752,68.1
FL3036,TAIL1117,AL1,0,0.76,88.4
FL3037,TAIL1117,AL1,0,0.637,74.9
FL3038,TAIL1117,AL1,0,0.719,49.8
FL3039,TAIL1117,AL1,1,0.931,52.6
FL3040,TAIL1117,AL1,0,0.474,76.0
FL3041,TAIL1117,AL1,0,0.541,77.9
FL3042,TAIL1118,AL4,1,1.8,20.9
FL3043,TAIL1118,AL4,1,1.533,42.9
FL3044,TAIL1118,AL4,0,0.564,64.3
FL3045,TAIL1118,AL4,0,0.724,47.1
FL3046,TAIL1118,AL4,0,0.74,48.2
FL3047,TAIL1118,AL4,0,0.802,53.7
FL3048,TAIL1118,AL4,1,0.916,42.6
FL3049,TAIL1118,AL4,0,0.668,62.4
FL3050,TAIL1118,AL4,1,0.878,62.3
FL3051,TAIL1118,AL4,0,0.557,67.6
FL3052,TAIL1118,AL4,1,0.865,68.8
FL3053,TAIL1118,AL4,1,0.97,67.5
FL3054,TAIL1118,AL4,0,0.859,50.3
FL3055,TAIL1118,AL4,0,0.563,87.7
FL3056,TAIL1118,AL4,0,0.618,83.8
FL3057,TAIL1118,AL4,1,0.902,64.9
FL3058,TAIL1118,AL4,0,0.65,69.0
FL3059,TAIL1118,AL4,0,0.73,69.9
FL3060,TAIL1118,AL4,0,0.7,64.8
FL3061,TAIL1118,AL4,1,0.951,50.0
FL3062,TAIL1118,AL4,0,0.706,78.9
FL3063,TAIL1118,AL4,0,0.846,60.5
FL3064,TAIL1119,AL3,1,1.8,37.4
FL3065,TAIL1119,AL3,0,0.477,91.1
FL3066,TAIL1119,AL3,0,0.498,60.4
FL3067,TAIL1119,AL3,0,0.83,49.0
FL3068,TAIL1119,AL3,1,0.882,49.2
FL3069,TAIL1119,AL3,0,0.786,66.9
FL3070,TAIL1119,AL3,0,0.743,76.1
FL3071,TAIL1119,AL3,1,1.092,53.5
FL3072,TAIL1119,AL3,0,0.807,51.1
FL3073,TAIL1119,AL3,0,0.776,55.2
FL3074,TAIL1119,AL3,1,1.102,36.7
FL3075,TAIL1119,AL3,0,0.603,73.3
FL3076,TAIL1119,AL3,0,0.774,84.8
FL3077,TAIL1119,AL3,0,0.828,39.0
FL3078,TAIL1119,AL3,0,0.712,42.3
FL3079,TAIL1119,AL3,1,0.942,46.8
FL3080,TAIL1119,AL3,0,0.49,65.6
FL3081,TAIL1119,AL3,0,0.49,71.9
FL3082,TAIL1119,AL3,0,0.813,62.1
FL3083,TAIL1119,AL3,1,1.018,63.7
FL3084,TAIL1120,AL2,1,1.8,47.4
FL3085,TAIL1120,AL2,1,1.076,48.5
FL3086,TAIL1120,AL2,0,0.6,65.0
FL3087,TAIL1120,AL2,0,0.714,76.2
FL3088,TAIL1120,AL2,0,0.787,54.7
FL3089,TAIL1120,AL2,0,0.77,56.6
FL3090,TAIL1120,AL2,0,0.848,65.2
FL3091,TAIL1120,AL2,0,0.692,77.3
FL3092,TAIL1120,AL2,1,0.923,44.0
FL3093,TAIL1120,AL2,0,0.716,66.7
FL3094,TAIL1120,AL2,0,0.834,50.3
FL3095,TAIL1120,AL2,0,0.762,56.9
FL3096,TAIL1120,AL2,0,0.754,56.8
FL3097,TAIL1120,AL2,0,0.74,71.4
FL3098,TAIL1120,AL2,1,0.933,62.1
FL3099,TAIL1120,AL2,0,0.639,65.2
FL3100,TAIL1120,AL2,0,0.671,66.9
FL3101,TAIL1120,AL2,0,0.793,39.4
FL3102,TAIL1121,AL3,1,1.8,45.8
FL3103,TAIL1121,AL3,0,0.742,83.8
FL3104,TAIL1121,AL3,0,0.794,57.0
FL3105,TAIL1121,AL3,1,1.072,53.0
FL3106,TAIL1121,AL3,1,0.923,67.4
FL3107,TAIL1121,AL3,0,0.704,62.3
FL3108,TAIL1121,AL3,0,0.801,73.0
FL3109,TAIL1121,AL3,0,0.803,44.3
FL3110,TAIL1121,AL3,0,0.68,65.1
FL3111,TAIL1121,AL3,0,0.833,60.8
FL3112,TAIL1121,AL3,0,0.751,76.8
FL3113,TAIL1121,AL3,1,0.995,57.2
FL3114,TAIL1121,AL3,0,0.746,76.0
FL3115,TAIL1121,AL3,0,0.758,34.9
FL3116,TAIL1121,AL3,1,1.02,59.2
FL3117,TAIL1121,AL3,0,0.56,61.6
FL3118,TAIL1121,AL3,0,0.708,57.1
FL3119,TAIL1122,AL4,1,1.8,32.6
FL3120,TAIL1122,AL4,1,1.569,33.3
FL3121,TAIL1122,AL4,1,0.923,81.9
FL3122,TAIL1122,AL4,0,0.668,87.1
FL3123,TAIL1122,AL4,0,0.649,59.5
FL3124,TAIL1122,AL4,1,0.894,64.9
FL3125,TAIL1122,AL4,0,0.705,59.5
FL3126,TAIL1122,AL4,0,0.688,50.6
FL3127,TAIL1122,AL4,0,0.745,64.0
FL3128,TAIL1122,AL4,1,1.008,51.8
FL3129,TAIL1123,AL3,1,1.8,57.6
FL3130,TAIL1123,AL3,1,1.12,49.6
FL3131,TAIL1123,AL3,0,0.53,74.6
FL3132,TAIL1123,AL3,0,0.659,71.8
FL3133,TAIL1123,AL3,1,0.978,33.6
FL3134,TAIL1123,AL3,0,0.718,79.1
FL3135,TAIL1123,AL3,0,0.772,40.3
FL3136,TAIL1123,AL3,0,0.435,77.5
FL3137,TAIL1123,AL3,0,0.528,83.9
FL3138,TAIL1123,AL3,0,0.755,37.3
FL3139,TAIL1123,AL3,1,0.987,69.7
FL3140,TAIL1123,AL3,1,0.891,37.9
FL3141,TAIL1123,AL3,0,0.486,80.8
FL3142,TAIL1123,AL3,0,0.617,79.3
