flight_id,tail_id,client_id,split,departure
FL4911,TAIL1225,AL1,train,2025-01-05T20:23:25.572162
FL4912,TAIL1225,AL1,train,2025-01-06T02:57:42.491893
FL4913,TAIL1225,AL1,train,2025-01-06T12:00:24.234961
FL4914,TAIL1225,AL1,train,2025-01-06T15:15:56.363842
FL4915,TAIL1225,AL1,train,2025-01-06T20:07:59.702263
FL4916,TAIL1225,AL1,train,2025-01-07T04:22:16.806692
FL4917,TAIL1225,AL1,train,2025-01-07T10:12:56.866332
FL4918,TAIL1225,AL1,train,2025-01-07T16:49:53.609538
FL4919,TAIL1225,AL1,val,2025-01-07T22:29:56.472469
FL4920,TAIL1225,AL1,val,2025-01-08T05:34:02.400456
FL4921,TAIL1225,AL1,val,2025-01-08T12:38:49.100630
FL4922,TAIL1225,AL1,test,2025-01-08T23:22:06.366931
FL4923,TAIL1225,AL1,test,2025-01-09T05:42:11.180278
FL4924,TAIL1225,AL1,test,2025-01-09T10:18:45.310970
FL4925,TAIL1225,AL1,test,2025-01-09T23:10:02.629735
FL4926,TAIL1226,AL2,train,2025-01-01T12:00:00
FL4927,TAIL1226,AL2,train,2025-01-01T19:35:03.900609
FL4928,TAIL1226,AL2,train,2025-01-02T01:12:08.497777
FL4929,TAIL1226,AL2,train,2025-01-02T05:16:53.236978
FL4930,TAIL1226,AL2,train,2025-01-02T12:08:01.511117
FL4931,TAIL1226,AL2,train,2025-01-02T16:27:32.357930
FL4932,TAIL1226,AL2,train,2025-01-03T02:25:07.081277
FL4933,TAIL1226,AL2,train,2025-01-03T05:12:27.906720
FL4934,TAIL1226,AL2,train,2025-01-03T10:02:52.890878
FL4935,TAIL1226,AL2,train,2025-01-03T17:39:12.578263
FL4936,TAIL1226,AL2,train,2025-01-03T20:58:55.489436
FL4937,TAIL1226,AL2,train,2025-01-04T03:47:35.765059
FL4938,TAIL1226,AL2,train,2025-01-04T12:12:06.852519
FL4939,TAIL1226,AL2,train,2025-01-04T16:05:59.285100
FL4940,TAIL1226,AL2,train,2025-01-04T22:29:45.295311
FL4941,TAIL1226,AL2,train,2025-01-05T12:06:09.148353
FL4942,TAIL1226,AL2,train,2025-01-05T19:02:40.838747
FL4943,TAIL1226,AL2,train,2025-01-05T23:23:39.456965
FL4944,TAIL1226,AL2,val,2025-01-06T05:14:11.327928
FL4945,TAIL1226,AL2,val,2025-01-06T09:36:44.854598
FL4946,TAIL1226,AL2,val,2025-01-06T13:14:47.135974
FL4947,TAIL1226,AL2,test,2025-01-06T18:39:33.527750
FL4948,TAIL1226,AL2,test,2025-01-07T02:25:36.423092
FL4949,TAIL1226,AL2,test,2025-01-07T06:11:55.528360
FL4950,TAIL1226,AL2,test,2025-01-07T09:47:55.922492
FL4951,TAIL1226,AL2,test,2025-01-07T14:11:48.216263
FL4952,TAIL1227,AL1,train,2025-01-04T02:00:00
FL4953,TAIL1227,AL1,train,2025-01-04T04:48:38.720166
FL4954,TAIL1227,AL1,train,2025-01-04T10:02:35.069852
FL4955,TAIL1227,AL1,train,2025-01-04T14:44:43.406701
FL4956,TAIL1227,AL1,train,2025-01-04T20:37:35.839428
FL4957,TAIL1227,AL1,val,2025-01-05T04:09:46.687312
FL4958,TAIL1227,AL1,test,2025-01-05T12:41:33.333593
FL4959,TAIL1227,AL1,test,2025-01-05T17:01:34.572388
FL4960,TAIL1228,AL1,train,2025-01-03T04:00:00
FL4961,TAIL1228,AL1,train,2025-01-03T13:05:48.387497
FL4962,TAIL1228,AL1,train,2025-01-03T16:32:23.756046
FL4963,TAIL1228,AL1,train,2025-01-03T21:22:38.466799
FL4964,TAIL1228,AL1,train,2025-01-04T00:13:24.482590
FL4965,TAIL1228,AL1,train,2025-01-04T04:11:12.642950
FL4966,TAIL1228,AL1,train,2025-01-04T11:34:59.125411
FL4967,TAIL1228,AL1,train,2025-01-04T17:09:29.884033
FL4968,TAIL1228,AL1,train,2025-01-04T23:37:10.394351
FL4969,TAIL1228,AL1,train,2025-01-05T04:00:43.038614
FL4970,TAIL1228,AL1,train,2025-01-05T09:22:29.100562
FL4971,TAIL1228,AL1,val,2025-01-05T16:06:07.179670
FL4972,TAIL1228,AL1,val,2025-01-05T22:04:03.066908
FL4973,TAIL1228,AL1,test,2025-01-06T02:00:55.542381
FL4974,TAIL1228,AL1,test,2025-01-06T04:26:34.182028
FL4975,TAIL1228,AL1,test,2025-01-06T10:37:35.680329
FL4976,TAIL1228,AL1,test,2025-01-06T13:50:59.426550
FL4977,TAIL1229,AL4,train,2025-01-01T09:00:00
FL4978,TAIL1229,AL4,train,2025-01-01T16:41:53.978064
FL4979,TAIL1229,AL4,train,2025-01-01T21:40:13.213401
FL4980,TAIL1229,AL4,train,2025-01-02T04:33:37.475591
FL4981,TAIL1229,AL4,train,2025-01-02T09:14:59.258628
FL4982,TAIL1229,AL4,train,2025-01-02T14:47:38.252786
FL4983,TAIL1229,AL4,train,2025-01-02T18:51:44.981485
FL4984,TAIL1229,AL4,train,2025-01-03T02:00:31.448714
FL4985,TAIL1229,AL4,train,2025-01-03T14:11:44.072073
FL4986,TAIL1229,AL4,train,2025-01-03T23:17:59.052017
FL4987,TAIL1229,AL4,train,2025-01-04T07:42:36.411284
FL4988,TAIL1229,AL4,train,2025-01-04T18:59:53.171733
FL4989,TAIL1229,AL4,train,2025-01-05T03:52:04.106496
FL4990,TAIL1229,AL4,train,2025-01-05T17:33:55.380612
FL4991,TAIL1229,AL4,train,2025-01-05T23:45:55.995102
FL4992,TAIL1229,AL4,train,2025-01-06T05:09:10.708489
FL4993,TAIL1229,AL4,train,2025-01-06T12:32:54.533347
FL4994,TAIL1229,AL4,train,2025-01-06T17:41:24.450347
FL4995,TAIL1229,AL4,train,2025-01-06T23:20:20.347755
FL4996,TAIL1229,AL4,train,2025-01-07T03:30:14.903581
FL4997,TAIL1229,AL4,val,2025-01-07T13:13:56.056194
FL4998,TAIL1229,AL4,val,2025-01-07T17:49:23.509419
FL4999,TAIL1229,AL4,val,2025-01-08T04:34:27.068324
FL5000,TAIL1229,AL4,val,2025-01-08T12:55:53.333004
FL5001,TAIL1229,AL4,test,2025-01-08T21:41:49.870962
FL5002,TAIL1229,AL4,test,2025-01-09T04:46:19.089573
FL5003,TAIL1229,AL4,test,2025-01-09T15:26:13.909528
FL5004,TAIL1229,AL4,test,2025-01-10T00:25:23.200313
FL5005,TAIL1229,AL4,test,2025-01-10T05:19:01.068246
FL5006,TAIL1230,AL4,train,2025-01-03T18:00:00
FL5007,TAIL1230,AL4,train,2025-01-03T22:16:32.232199
FL5008,TAIL1230,AL4,train,2025-01-04T05:01:15.970379
FL5009,TAIL1230,AL4,train,2025-01-04T10:37:56.808835
FL5010,TAIL1230,AL4,train,2025-01-04T16:41:44.726283
FL5011,TAIL1230,AL4,train,2025-01-04T22:31:12.268200
FL5012,TAIL1230,AL4,train,2025-01-05T05:33:08.275392
FL5013,TAIL1230,AL4,train,2025-01-05T13:05:50.195924
FL5014,TAIL1230,AL4,train,2025-01-05T20:58:33.971386
FL5015,TAIL1230,AL4,val,2025-01-06T00:05:46.200614
FL5016,TAIL1230,AL4,test,2025-01-06T09:04:00.664876
FL5017,TAIL1230,AL4,test,2025-01-06T15:13:03.029481
FL5018,TAIL1230,AL4,test,2025-01-07T04:36:55.026942
FL5019,TAIL1231,AL2,train,2025-01-02T22:00:00
FL5020,TAIL1231,AL2,train,2025-01-03T03:52:32.419017
FL5021,TAIL1231,AL2,train,2025-01-03T09:53:07.615711
FL5022,TAIL1231,AL2,train,2025-01-03T23:38:25.341396
FL5023,TAIL1231,AL2,train,2025-01-04T10:49:14.669482
FL5024,TAIL1231,AL2,train,2025-01-04T21:16:51.893132
FL5025,TAIL1231,AL2,train,2025-01-05T03:35:46.105911
FL5026,TAIL1231,AL2,train,2025-01-05T09:02:06.261049
FL5027,TAIL1231,AL2,train,2025-01-05T16:38:02.001775
FL5028,TAIL1231,AL2,train,2025-01-05T23:06:58.477221
FL5029,TAIL1231,AL2,train,2025-01-06T01:08:11.985668
FL5030,TAIL1231,AL2,train,2025-01-06T09:19:52.989654
FL5031,TAIL1231,AL2,train,2025-01-06T22:07:16.580061
FL5032,TAIL1231,AL2,train,2025-01-07T07:06:34.075471
FL5033,TAIL1231,AL2,train,2025-01-07T19:18:32.756160
FL5034,TAIL1231,AL2,train,2025-01-08T07:15:19.044387
FL5035,TAIL1231,AL2,train,2025-01-08T16:06:43.039937
FL5036,TAIL1231,AL2,val,2025-01-08T21:30:28.641664
FL5037,TAIL1231,AL2,val,2025-01-09T03:40:13.699977
FL5038,TAIL1231,AL2,val,2025-01-09T08:40:11.844713
FL5039,TAIL1231,AL2,test,2025-01-09T21:11:47.650756
FL5040,TAIL1231,AL2,test,2025-01-10T03:16:44.319168
FL5041,TAIL1231,AL2,test,2025-01-10T14:18:44.763667
FL5042,TAIL1231,AL2,test,2025-01-10T21:57:08.792478
FL5043,TAIL1231,AL2,test,2025-01-11T04:59:57.744676
FL5044,TAIL1232,AL4,train,2025-01-02T00:00:00
FL5045,TAIL1232,AL4,train,2025-01-02T06:56:35.536494
FL5046,TAIL1232,AL4,train,2025-01-02T15:27:02.047818
FL5047,TAIL1232,AL4,train,2025-01-03T01:49:52.029737
FL5048,TAIL1232,AL4,train,2025-01-03T07:03:14.786498
FL5049,TAIL1232,AL4,train,2025-01-03T17:05:59.540120
FL5050,TAIL1232,AL4,train,2025-01-03T20:25:29.611034
FL5051,TAIL1232,AL4,train,2025-01-04T07:45:40.957003
FL5052,TAIL1232,AL4,train,2025-01-04T10:45:56.342542
FL5053,TAIL1232,AL4,train,2025-01-04T16:06:45.548246
FL5054,TAIL1232,AL4,train,2025-01-04T23:48:38.691793
FL5055,TAIL1232,AL4,train,2025-01-05T06:32:36.308863
FL5056,TAIL1232,AL4,train,2025-01-05T17:19:21.929280
FL5057,TAIL1232,AL4,val,2025-01-05T21:49:47.730372
FL5058,TAIL1232,AL4,val,2025-01-06T04:40:45.644268
FL5059,TAIL1232,AL4,test,2025-01-06T08:51:04.762671
FL5060,TAIL1232,AL4,test,2025-01-06T12:41:51.426843
FL5061,TAIL1232,AL4,test,2025-01-07T00:24:51.853999
FL5062,TAIL1232,AL4,test,2025-01-07T05:52:15.534782
FL5063,TAIL1233,AL1,train,2025-01-02T14:00:00
FL5064,TAIL1233,AL1,train,2025-01-02T22:41:56.427724
FL5065,TAIL1233,AL1,train,2025-01-03T01:15:26.502071
FL5066,TAIL1233,AL1,train,2025-01-03T09:00:04.594644
FL5067,TAIL1233,AL1,train,2025-01-03T14:23:07.467071
FL5068,TAIL1233,AL1,train,2025-01-03T22:44:20.401514
FL5069,TAIL1233,AL1,val,2025-01-04T03:42:08.397886
FL5070,TAIL1233,AL1,test,2025-01-04T08:19:29.231981
FL5071,TAIL1233,AL1,test,2025-01-04T13:57:27.585049
FL5072,TAIL1234,AL4,train,2025-01-02T23:00:00
FL5073,TAIL1234,AL4,train,2025-01-03T02:32:52.853806
FL5074,TAIL1234,AL4,train,2025-01-03T08:36:13.374940
FL5075,TAIL1234,AL4,train,2025-01-03T12:49:50.309104
FL5076,TAIL1234,AL4,train,2025-01-04T01:03:17.110760
FL5077,TAIL1234,AL4,train,2025-01-04T04:55:59.554797
FL5078,TAIL1234,AL4,train,2025-01-04T12:14:08.893508
FL5079,TAIL1234,AL4,train,2025-01-04T18:02:26.396526
FL5080,TAIL1234,AL4,train,2025-01-04T23:15:39.719487
FL5081,TAIL1234,AL4,train,2025-01-05T07:25:26.320119
FL5082,TAIL1234,AL4,val,2025-01-05T13:19:11.733613
FL5083,TAIL1234,AL4,val,2025-01-05T19:31:14.006825
FL5084,TAIL1234,AL4,test,2025-01-05T21:42:55.086705
FL5085,TAIL1234,AL4,test,2025-01-06T02:48:41.992034
FL5086,TAIL1234,AL4,test,2025-01-06T15:49:56.456300
FL5087,TAIL1235,AL2,train,2025-01-02T20:00:00
FL5088,TAIL1235,AL2,train,2025-01-03T04:22:09.908805
FL5089,TAIL1235,AL2,train,2025-01-03T10:49:27.726627
FL5090,TAIL1235,AL2,train,2025-01-03T18:19:05.553492
FL5091,TAIL1235,AL2,train,2025-01-03T23:46:44.366461
FL5092,TAIL1235,AL2,train,2025-01-04T09:40:39.085742
FL5093,TAIL1235,AL2,train,2025-01-04T14:39:45.696405
FL5094,TAIL1235,AL2,train,2025-01-04T22:04:13.263204
FL5095,TAIL1235,AL2,train,2025-01-05T00:19:30.470371
FL5096,TAIL1235,AL2,train,2025-01-05T07:33:13.056284
FL5097,TAIL1235,AL2,train,2025-01-05T11:29:12.156150
FL5098,TAIL1235,AL2,train,2025-01-05T17:16:21.887702
FL5099,TAIL1235,AL2,train,2025-01-05T20:16:03.089008
FL5100,TAIL1235,AL2,val,2025-01-06T03:29:06.660315
FL5101,TAIL1235,AL2,val,2025-01-06T13:00:58.232251
FL5102,TAIL1235,AL2,test,2025-01-06T17:07:07.929323
FL5103,TAIL1235,AL2,test,2025-01-07T00:00:14.062959
FL5104,TAIL1235,AL2,test,2025-01-07T06:57:43.862792
FL5105,TAIL1235,AL2,test,2025-01-07T13:14:50.574512
FL5106,TAIL1236,AL3,train,2025-01-03T06:00:00
FL5107,TAIL1236,AL3,train,2025-01-03T08:54:47.747951
FL5108,TAIL1236,AL3,train,2025-01-03T13:57:52.441146
FL5109,TAIL1236,AL3,train,2025-01-03T20:44:45.817163
FL5110,TAIL1236,AL3,train,2025-01-04T00:42:17.863151
FL5111,TAIL1236,AL3,train,2025-01-04T05:12:45.120546
FL5112,TAIL1236,AL3,train,2025-01-04T18:31:53.171132
FL5113,TAIL1236,AL3,train,2025-01-05T01:17:32.974347
FL5114,TAIL1236,AL3,train,2025-01-05T04:09:35.171173
FL5115,TAIL1236,AL3,train,2025-01-05T09:32:46.427560
FL5116,TAIL1236,AL3,train,2025-01-05T14:42:28.291781
FL5117,TAIL1236,AL3,val,2025-01-05T20:18:04.927434
FL5118,TAIL1236,AL3,val,2025-01-06T00:27:27.284904
FL5119,TAIL1236,AL3,test,2025-01-06T03:48:49.402606
FL5120,TAIL1236,AL3,test,2025-01-06T09:40:03.035149
FL5121,TAIL1236,AL3,test,2025-01-06T22:36:26.066943
FL5122,TAIL1237,AL3,train,2025-01-02T11:00:00
FL5123,TAIL1237,AL3,train,2025-01-02T19:13:54.658133
FL5124,TAIL1237,AL3,train,2025-01-03T03:56:47.600352
FL5125,TAIL1237,AL3,train,2025-01-03T11:52:08.918958
FL5126,TAIL1237,AL3,train,2025-01-04T02:24:42.514201
FL5127,TAIL1237,AL3,train,2025-01-04T16:48:21.044101
FL5128,TAIL1237,AL3,train,2025-01-05T00:18:18.627764
FL5129,TAIL1237,AL3,train,2025-01-05T05:09:01.866303
FL5130,TAIL1237,AL3,train,2025-01-05T08:55:13.055394
FL5131,TAIL1237,AL3,train,2025-01-05T15:33:39.349360
FL5132,TAIL1237,AL3,train,2025-01-05T21:51:58.165982
FL5133,TAIL1237,AL3,val,2025-01-06T06:00:15.243663
FL5134,TAIL1237,AL3,val,2025-01-06T15:20:44.840677
FL5135,TAIL1237,AL3,test,2025-01-06T23:52:22.889427
FL5136,TAIL1237,AL3,test,2025-01-07T03:44:11.369202
FL5137,TAIL1237,AL3,test,2025-01-07T12:57:17.275657
FL5138,TAIL1237,AL3,test,2025-01-07T19:54:01.877932
FL5139,TAIL1238,AL2,train,2025-01-02T22:00:00
FL5140,TAIL1238,AL2,train,2025-01-03T03:18:21.150065
FL5141,TAIL1238,AL2,train,2025-01-03T11:28:27.609703
FL5142,TAIL1238,AL2,train,2025-01-03T17:37:53.017673
FL5143,TAIL1238,AL2,train,2025-01-04T01:11:34.343057
FL5144,TAIL1238,AL2,train,2025-01-04T08:04:02.192861
FL5145,TAIL1238,AL2,train,2025-01-04T13:21:51.472444
FL5146,TAIL1238,AL2,train,2025-01-04T21:58:22.618201
FL5147,TAIL1238,AL2,train,2025-01-05T06:05:03.721750
FL5148,TAIL1238,AL2,train,2025-01-05T12:33:45.284171
FL5149,TAIL1238,AL2,train,2025-01-05T16:55:19.958648
FL5150,TAIL1238,AL2,train,2025-01-06T00:45:23.446099
FL5151,TAIL1238,AL2,train,2025-01-06T11:33:10.695037
FL5152,TAIL1238,AL2,train,2025-01-06T21:22:36.726459
FL5153,TAIL1238,AL2,train,2025-01-07T02:37:50.445355
FL5154,TAIL1238,AL2,val,2025-01-07T09:08:04.601951
FL5155,TAIL1238,AL2,val,2025-01-07T18:27:05.861765
FL5156,TAIL1238,AL2,val,2025-01-07T23:53:47.038959
FL5157,TAIL1238,AL2,test,2025-01-08T06:26:38.410509
FL5158,TAIL1238,AL2,test,2025-01-08T14:55:49.365464
FL5159,TAIL1238,AL2,test,2025-01-08T23:42:33.746807
FL5160,TAIL1238,AL2,test,2025-01-09T05:09:24.421709
FL5161,TAIL1239,AL1,train,2025-01-03T10:00:00
FL5162,TAIL1239,AL1,train,2025-01-03T14:45:40.306735
FL5163,TAIL1239,AL1,train,2025-01-04T00:23:35.395519
FL5164,TAIL1239,AL1,train,2025-01-04T06:45:20.614759
FL5165,TAIL1239,AL1,train,2025-01-04T18:04:30.415262
FL5166,TAIL1239,AL1,train,2025-01-04T23:36:01.487937
FL5167,TAIL1239,AL1,train,2025-01-05T04:53:05.422046
FL5168,TAIL1239,AL1,train,2025-01-05T13:15:05.080205
FL5169,TAIL1239,AL1,train,2025-01-05T19:53:05.253373
FL5170,TAIL1239,AL1,train,2025-01-06T00:26:37.576759
FL5171,TAIL1239,AL1,train,2025-01-06T06:54:50.729513
FL5172,TAIL1239,AL1,train,2025-01-06T13:23:27.815797
FL5173,TAIL1239,AL1,train,2025-01-06T17:56:03.743996
FL5174,TAIL1239,AL1,train,2025-01-07T02:54:24.185546
FL5175,TAIL1239,AL1,train,2025-01-07T06:46:58.447111
FL5176,TAIL1239,AL1,val,2025-01-07T10:33:31.553665
FL5177,TAIL1239,AL1,val,2025-01-07T15:53:00.031390
FL5178,TAIL1239,AL1,val,2025-01-08T00:58:14.586986
FL5179,TAIL1239,AL1,test,2025-01-08T04:14:16.752955
FL5180,TAIL1239,AL1,test,2025-01-08T10:57:00.069223
FL5181,TAIL1239,AL1,test,2025-01-08T17:14:16.674537
FL5182,TAIL1239,AL1,test,2025-01-08T21:05:14.657906
FL5183,TAIL1240,AL4,train,2025-01-02T11:00:00
FL5184,TAIL1240,AL4,train,2025-01-02T14:21:49.766260
FL5185,TAIL1240,AL4,train,2025-01-02T19:15:22.564699
FL5186,TAIL1240,AL4,train,2025-01-03T01:56:16.442829
FL5187,TAIL1240,AL4,train,2025-01-03T15:08:11.337159
FL5188,TAIL1240,AL4,train,2025-01-04T05:12:54.643224
FL5189,TAIL1240,AL4,train,2025-01-04T10:47:23.970553
FL5190,TAIL1240,AL4,train,2025-01-04T16:07:51.823499
FL5191,TAIL1240,AL4,train,2025-01-04T21:32:54.249519
FL5192,TAIL1240,AL4,train,2025-01-05T04:13:57.999724
FL5193,TAIL1240,AL4,train,2025-01-05T13:04:20.929492
FL5194,TAIL1240,AL4,val,2025-01-05T17:00:48.066332
FL5195,TAIL1240,AL4,val,2025-01-05T23:33:08.056802
FL5196,TAIL1240,AL4,test,2025-01-06T02:56:56.063477
FL5197,TAIL1240,AL4,test,2025-01-06T15:45:48.137695
FL5198,TAIL1240,AL4,test,2025-01-06T19:46:36.868292
FL5199,TAIL1240,AL4,test,2025-01-07T02:38:43.713391
FL5200,TAIL1241,AL3,train,2025-01-04T04:00:00
FL5201,TAIL1241,AL3,train,2025-01-04T17:23:19.478650
FL5202,TAIL1241,AL3,train,2025-01-04T20:26:29.949619
FL5203,TAIL1241,AL3,train,2025-01-05T07:03:23.392278
FL5204,TAIL1241,AL3,train,2025-01-05T19:44:26.573185
FL5205,TAIL1241,AL3,train,2025-01-06T06:57:00.268725
FL5206,TAIL1241,AL3,train,2025-01-06T15:07:38.694803
FL5207,TAIL1241,AL3,train,2025-01-07T06:07:26.117482
FL5208,TAIL1241,AL3,train,2025-01-07T11:40:09.830992
FL5209,TAIL1241,AL3,train,2025-01-07T23:22:05.827273
FL5210,TAIL1241,AL3,val,2025-01-08T09:14:00.902807
FL5211,TAIL1241,AL3,val,2025-01-08T20:44:03.855528
FL5212,TAIL1241,AL3,test,2025-01-09T02:28:13.011889
FL5213,TAIL1241,AL3,test,2025-01-09T13:41:18.076038
FL5214,TAIL1241,AL3,test,2025-01-09T19:25:31.952893
FL5215,TAIL1242,AL1,train,2025-01-02T14:00:00
FL5216,TAIL1242,AL1,train,2025-01-02T18:12:05.941526
FL5217,TAIL1242,AL1,train,2025-01-02T23:52:41.822594
FL5218,TAIL1242,AL1,train,2025-01-03T04:35:07.508379
FL5219,TAIL1242,AL1,train,2025-01-03T08:54:06.077119
FL5220,TAIL1242,AL1,train,2025-01-03T13:34:45.611910
FL5221,TAIL1242,AL1,train,2025-01-03T18:34:07.104694
FL5222,TAIL1242,AL1,train,2025-01-03T22:05:15.183152
FL5223,TAIL1242,AL1,train,2025-01-04T02:56:37.167360
FL5224,TAIL1242,AL1,train,2025-01-04T08:34:51.410609
FL5225,TAIL1242,AL1,train,2025-01-04T12:22:43.523762
FL5226,TAIL1242,AL1,val,2025-01-04T22:47:15.943333
FL5227,TAIL1242,AL1,val,2025-01-05T05:07:22.424776
FL5228,TAIL1242,AL1,test,2025-01-05T10:33:26.159551
FL5229,TAIL1242,AL1,test,2025-01-05T21:22:27.664079
FL5230,TAIL1242,AL1,test,2025-01-06T01:33:18.653310
FL5231,TAIL1242,AL1,test,2025-01-06T05:26:06.449387
FL5232,TAIL1243,AL3,train,2025-01-03T09:00:00
FL5233,TAIL1243,AL3,train,2025-01-03T20:51:55.716704
FL5234,TAIL1243,AL3,train,2025-01-04T05:19:00.875753
FL5235,TAIL1243,AL3,train,2025-01-04T11:58:38.078594
FL5236,TAIL1243,AL3,train,2025-01-05T01:01:59.043146
FL5237,TAIL1243,AL3,train,2025-01-05T11:34:15.796384
FL5238,TAIL1243,AL3,train,2025-01-05T20:08:48.488553
FL5239,TAIL1243,AL3,train,2025-01-06T01:18:13.210641
FL5240,TAIL1243,AL3,train,2025-01-06T08:41:50.906546
FL5241,TAIL1243,AL3,val,2025-01-06T11:48:42.094308
FL5242,TAIL1243,AL3,val,2025-01-06T21:09:01.551992
FL5243,TAIL1243,AL3,test,2025-01-07T11:34:14.431153
FL5244,TAIL1243,AL3,test,2025-01-07T22:31:18.433079
FL5245,TAIL1243,AL3,test,2025-01-08T02:47:02.053228
FL5246,TAIL1244,AL4,train,2025-01-03T23:00:00
FL5247,TAIL1244,AL4,train,2025-01-04T04:55:27.076948
FL5248,TAIL1244,AL4,train,2025-01-04T10:24:03.519952
FL5249,TAIL1244,AL4,train,2025-01-04T15:28:09.776416
FL5250,TAIL1244,AL4,train,2025-01-04T19:36:16.221199
FL5251,TAIL1244,AL4,train,2025-01-05T04:19:30.254546
FL5252,TAIL1244,AL4,train,2025-01-05T13:37:14.055598
FL5253,TAIL1244,AL4,train,2025-01-05T20:10:32.814847
FL5254,TAIL1244,AL4,train,2025-01-06T06:52:34.904123
FL5255,TAIL1244,AL4,train,2025-01-06T17:11:52.451114
FL5256,TAIL1244,AL4,train,2025-01-06T22:36:44.065158
FL5257,TAIL1244,AL4,train,2025-01-07T03:24:06.989014
FL5258,TAIL1244,AL4,train,2025-01-07T08:40:28.060660
FL5259,TAIL1244,AL4,train,2025-01-07T18:31:41.743630
FL5260,TAIL1244,AL4,val,2025-01-08T02:23:24.362885
FL5261,TAIL1244,AL4,val,2025-01-08T08:01:29.062193
FL5262,TAIL1244,AL4,val,2025-01-08T10:28:03.220571
FL5263,TAIL1244,AL4,test,2025-01-08T21:11:26.492728
FL5264,TAIL1244,AL4,test,2025-01-09T03:39:22.820458
FL5265,TAIL1244,AL4,test,2025-01-09T12:04:51.592037
FL5266,TAIL1244,AL4,test,2025-01-09T17:34:41.803676
FL5267,TAIL1245,AL2,train,2025-01-03T22:00:00
FL5268,TAIL1245,AL2,train,2025-01-04T06:47:05.454437
FL5269,TAIL1245,AL2,train,2025-01-04T10:04:18.074817
FL5270,TAIL1245,AL2,train,2025-01-04T20:40:52.474389
FL5271,TAIL1245,AL2,train,2025-01-05T08:35:29.568543
FL5272,TAIL1245,AL2,train,2025-01-05T17:11:08.556857
FL5273,TAIL1245,AL2,train,2025-01-05T21:24:49.555106
FL5274,TAIL1245,AL2,train,2025-01-06T03:34:22.462349
FL5275,TAIL1245,AL2,train,2025-01-06T09:41:53.576981
FL5276,TAIL1245,AL2,train,2025-01-06T14:40:47.805856
FL5277,TAIL1245,AL2,val,2025-01-06T19:33:18.836782
FL5278,TAIL1245,AL2,val,2025-01-07T04:10:59.252531
FL5279,TAIL1245,AL2,test,2025-01-07T12:43:37.416492
FL5280,TAIL1245,AL2,test,2025-01-07T20:02:49.845979
FL5281,TAIL1245,AL2,test,2025-01-07T22:10:48.643577
FL5282,TAIL1246,AL1,train,2025-01-03T12:00:00
FL5283,TAIL1246,AL1,train,2025-01-03T17:46:23.103039
FL5284,TAIL1246,AL1,train,2025-01-04T00:14:50.409530
FL5285,TAIL1246,AL1,train,2025-01-04T04:37:47.114147
FL5286,TAIL1246,AL1,train,2025-01-04T09:36:15.907156
FL5287,TAIL1246,AL1,train,2025-01-04T12:26:49.338922
FL5288,TAIL1246,AL1,train,2025-01-04T20:40:25.472937
FL5289,TAIL1246,AL1,train,2025-01-05T01:54:55.891023
FL5290,TAIL1246,AL1,val,2025-01-05T13:36:12.160846
FL5291,TAIL1246,AL1,test,2025-01-05T20:28:15.386921
FL5292,TAIL1246,AL1,test,2025-01-06T06:18:34.666239
FL5293,TAIL1246,AL1,test,2025-01-06T12:02:16.674846
FL5294,TAIL1247,AL3,train,2025-01-03T22:00:00
FL5295,TAIL1247,AL3,train,2025-01-04T02:05:21.071706
FL5296,TAIL1247,AL3,train,2025-01-04T07:15:49.225927
FL5297,TAIL1247,AL3,train,2025-01-04T17:03:08.747760
FL5298,TAIL1247,AL3,train,2025-01-05T00:00:53.531853
FL5299,TAIL1247,AL3,train,2025-01-05T04:57:46.827113
FL5300,TAIL1247,AL3,train,2025-01-05T13:57:46.899917
FL5301,TAIL1247,AL3,train,2025-01-06T02:51:07.465319
FL5302,TAIL1247,AL3,val,2025-01-06T09:01:57.465494
FL5303,TAIL1247,AL3,test,2025-01-06T15:56:21.436104
FL5304,TAIL1247,AL3,test,2025-01-06T21:03:17.473016
FL5305,TAIL1247,AL3,test,2025-01-07T01:17:31.729839
FL5306,TAIL1248,AL3,train,2025-01-02T22:00:00
FL5307,TAIL1248,AL3,train,2025-01-03T01:46:25.994832
FL5308,TAIL1248,AL3,train,2025-01-03T09:12:12.616162
FL5309,TAIL1248,AL3,train,2025-01-03T13:03:07.664780
FL5310,TAIL1248,AL3,train,2025-01-03T19:41:54.525591
FL5311,TAIL1248,AL3,train,2025-01-04T01:09:13.312197
FL5312,TAIL1248,AL3,train,2025-01-04T09:11:25.420543
FL5313,TAIL1248,AL3,train,2025-01-04T15:18:24.675960
FL5314,TAIL1248,AL3,train,2025-01-05T01:52:44.057973
FL5315,TAIL1248,AL3,val,2025-01-05T05:29:19.195756
FL5316,TAIL1248,AL3,test,2025-01-05T10:56:21.999007
FL5317,TAIL1248,AL3,test,2025-01-05T16:09:24.822709
FL5318,TAIL1248,AL3,test,2025-01-06T01:05:55.624528
FL5319,TAIL1249,AL2,train,2025-01-04T06:00:00
FL5320,TAIL1249,AL2,train,2025-01-04T13:28:06.201024
FL5321,TAIL1249,AL2,train,2025-01-04T19:06:59.639046
FL5322,TAIL1249,AL2,train,2025-01-05T03:43:03.521899
FL5323,TAIL1249,AL2,train,2025-01-05T10:56:49.277127
