flight_id,tail_id,client_id,timestamp,report_text,target_component_code,target_component_name,target_issue,target_severity,target_location
FL3144,TAIL1123,AL3,2025-01-07T03:31:16.148314,Wayer boiler temp unstable at FkD_GALLEY,38-WATER,water_waste,malfunction,Critical,cabin_mid
FL4036,TAIL1175,AL3,2025-01-05T02:51:02.430889,Hot water inconsistent at FWD_GALLEY,38-WATER,water_waste,malfunction,Critical,cabin_mid
FL1030,TAIL1001,AL3,2025-01-06T19:27:02.063851,Hot water inconsistent at MID_GALLEY,38-WATER,water_waste,malfunction,Critical,cabin_mid
FL1401,TAIL1023,AL3,2025-01-04T09:19:36.441450,Hot water inconsistent at FWD_GALLEY,38-WATER,water_waste,malfunction,Critical,cabin_mid
FL5068,TAIL1233,AL1,2025-01-03T22:44:20.401514,Small leak detected in FWD_GALLEY sink,38-WATER,water_waste,malfunction,Low,cabin_mid
FL1506,TAIL1030,AL1,2025-01-04T02:00:00,Moisture around sink area MID_GALLEY,38-WATER,water_waste,malfunction,Low,cabin_mid
FL3747,TAIL1159,AL1,2025-01-05T01:02:11.351069,Galley sink leak at MID_GALLEY,38-WATER,water_waste,malfunction,Low,cabin_mid
FL2738,TAIL1101,AL1,2025-01-02T21:35:05.144065,Galhey sink leak at FWD_GALLEY,38-WATER,water_waste,malfunction,Low,cabin_mid
FL4922,TAIL1225,AL1,2025-01-08T23:22:06.366931,Stall leak detected in MID_GALLEY sink,38-WATER,water_waste,malfunction,Low,cabin_mid
FL4913,TAIL1225,AL1,2025-01-06T12:00:24.234961,Galbey sink leak at MID_GALLEY,38-WATER,water_waste,malfunction,Low,cabin_mid
FL6042,TAIL1287,AL1,2025-01-03T05:33:50.677292,Moisture around sink area MID_GALLEY,38-WATER,water_waste,malfunction,Low,cabin_mid
FL5349,TAIL1250,AL4,2025-01-05T23:51:22.151561,Seat 25E jammed during taxi,25-SEAT,seat,malfunction,Low,cabin_mid
FL3302,TAIL1132,AL4,2025-01-04T05:19:02.019942,Seat 31A cushion needs fixing,25-SEAT,seat,malfunction,Low,cabin_mid
FL5604,TAIL1264,AL4,2025-01-06T10:42:08.676696,eassenger reports seat 12E recline failure,25-SEAT,seat,malfunction,Low,cabin_mid
FL1599,TAIL1035,AL4,2025-01-06T12:34:29.596097,Seat 34A movement restricted,25-SEAT,seat,malfunction,Low,cabin_mid
FL4717,TAIL1214,AL4,2025-01-05T13:28:21.870990,Seat 17C cushion needs fixing,25-SEAT,seat,malfunction,Low,cabin_mid
FL1413,TAIL1024,AL4,2025-01-06T08:55:11.432210,Passenger reports seat 14E recline failure,25-SEAT,seat,malfunction,Low,cabin_mid
FL1880,TAIL1051,AL4,2025-01-04T08:48:40.363765,Seat 34E hard go adjust,25-SEAT,seat,malfunction,Low,cabin_mid
FL2819,TAIL1104,AL4,2025-01-05T16:30:03.455421,Buzzing sound near rear galley,25-PANEL,panel,malfunction,Medium,cabin_mid
FL5793,TAIL1274,AL4,2025-01-06T10:57:55.400235,Creaking panel near R1,25-PANEL,panel,malfunction,Medium,door_area
FL1875,TAIL1051,AL4,2025-01-02T19:02:00.327337,Panel makes creak sound at L2,25-PANEL,panel,malfunction,Medium,door_area
FL5570,TAIL1263,AL4,2025-01-04T16:47:15.813034,Panel fitment loose near L1,25-PANEL,panel,malfunction,Medium,door_area
FL2181,TAIL1068,AL4,2025-01-04T12:49:50.883501,Creaking panel near L2,25-PANEL,panel,malfunction,Medium,door_area
FL5352,TAIL1250,AL4,2025-01-06T18:30:26.997199,Creaking panel near R1,25-PANEL,panel,malfunction,Medium,door_area
FL2687,TAIL1098,AL4,2025-01-01T18:00:00,Rattle noise near R1 during taxi,25-PANEL,panel,malfunction,Medium,door_area
FL5381,TAIL1252,AL4,2025-01-02T13:01:58.581427,Oven in AFT_GALLEY shows error E2,38-GALLEY,galley,malfunction,High,cabin_rear
FL4442,TAIL1198,AL4,2025-01-04T12:20:18.523809,Coffee maker error in FWD_pALLEY,38-GALLEY,galley,malfunction,High,cabin_mid
FL5874,TAIL1278,AL4,2025-01-05T07:18:50.416458,Trolley latch loose neqr AFT_GALLEY,38-GALLEY,galley,malfunction,High,cabin_rear
FL5448,TAIL1255,AL4,2025-01-06T11:08:57.382334,Galley oven overheating during service,38-GALLEY,galley,malfunction,High,cabin_mid
FL5773,TAIL1273,AL4,2025-01-05T19:05:35.386178,Galley equipment heat alaam in MID_GALLEY,38-GALLEY,galley,malfunction,High,cabin_mid
FL4812,TAIL1219,AL4,2025-01-03T15:19:58.620506,Galley oven overheating during service,38-GALLEY,galley,malfunction,High,cabin_mid
FL4774,TAIL1217,AL4,2025-01-04T12:28:04.757224,Coffee maker error in FWD_GALLEY,38-GALLEY,galley,malfunction,High,cabin_mid
FL3364,TAIL1135,AL4,2025-01-05T16:01:52.204649,Reading ligth in row 17 intermittent,33-LIGHT,lighting,malfunction,Medium,cabin_mid
FL1772,TAIL1045,AL4,2025-01-03T14:07:23.267107,Pamel ligth intermittent nuar L2,33-LIGHT,lighting,malfunction,Medium,door_area
FL3656,TAIL1154,AL4,2025-01-04T06:49:26.072068,Panel ligth intermittent near L1,33-LIGHT,lighting,malfunction,Medium,door_area
FL3973,TAIL1171,AL4,2025-01-08T10:29:17.955105,Reading ligtn flicker above seat 8D,33-LIGHT,lighting,malfunction,Medium,cabin_mid
FL2734,TAIL1100,AL4,2025-01-07T09:09:51.719720,Reading ligth in row 18 intermittent,33-LIGHT,lighting,malfunction,Medium,cabin_mid
FL2928,TAIL1111,AL4,2025-01-03T11:00:00,Reading ligth flicker above seat 13C,33-LIGHT,lighting,malfunction,Medium,cabin_mid
FL6109,TAIL1291,AL4,2025-01-03T20:00:00,Reading ligth flicker above seat 26F,33-LIGHT,lighting,malfunction,Medium,cabin_mid
FL4057,TAIL1176,AL4,2025-01-06T17:21:13.259250,Beobachtung: Panel light intermittent near L1,33-LIGHT,lighting,malfunction,Medium,door_area
FL4128,TAIL1180,AL4,2025-01-07T19:46:59.124440,Beobachtung: Panjl light intermittent near R1,33-LIGHT,lighting,malfunction,Medium,door_area
FL2542,TAIL1089,AL4,2025-01-03T17:11:18.791582,Beobachtung: Panel light flicker near L2,33-LIGHT,lighting,malfunction,Medium,door_area
FL5903,TAIL1279,AL4,2025-01-04T02:54:36.352644,Beobachtung: Reading light flicker above seat 2B,33-LIGHT,lighting,malfunction,Medium,cabin_mid
FL2333,TAIL1078,AL4,2025-01-06T13:24:21.454433,Beobachtung: Reading light flicker above seat 28E,33-LIGHT,lighting,malfunction,Medium,cabin_mid
FL4024,TAIL1174,AL4,2025-01-06T09:36:36.398874,Beobachtung: Panel light flicker near R2,33-LIGHT,lighting,malfunction,Medium,door_area
FL1562,TAIL1033,AL4,2025-01-03T05:44:41.874722,Bqubachtung: Reading light flicker above seat 5E,33-LIGHT,lighting,malfunction,Medium,cabin_mid
FL4213,TAIL1185,AL4,2025-01-03T00:16:06.843168,Boiler temp fluctuatilg in AFT_GALLbY,38-WATER,water_waste,malfunction,High,cabin_rear
FL1786,TAIL1046,AL4,2025-01-03T05:19:29.750626,Hov water inconsistent at MID_GALLEY,38-WATER,water_waste,malfunction,High,cabin_mid
FL3242,TAIL1129,AL4,2025-01-06T16:34:53.814715,Boiler temp fluctuating in AFT_GALLEY,38-WATER,water_waste,malfunction,High,cabin_rear
FL4712,TAIL1214,AL4,2025-01-03T17:35:51.743672,Hot water inconsistent at FhD_GALLEY,38-WATER,water_waste,malfunction,High,cabin_mid
FL5397,TAIL1252,AL4,2025-01-06T16:10:31.339536,Moisture around sine area AFT_GALLEY,38-WATER,water_waste,malfunction,High,cabin_rear
FL2855,TAIL1107,AL4,2025-01-03T05:10:14.869402,Hot water inconsistent at FWD_GALLEY,38-WATER,water_waste,malfunction,High,cabin_mid
FL4633,TAIL1209,AL4,2025-01-07T08:50:14.191991,Hot water enconsistent at MID_GALLEY,38-WATER,water_waste,malfunction,High,cabin_mid
FL5007,TAIL1230,AL4,2025-01-03T22:16:32.232199,Beobachtung: Sitz 28A recline stsck,25-SEAT,seat,malfunction,Medium,cabin_mid
FL5807,TAIL1275,AL4,2025-01-04T06:34:34.256586,Beobachtung: Sitz 13D jammed during taxi,25-SEAT,seat,malfunction,Medium,cabin_mid
FL4632,TAIL1209,AL4,2025-01-07T03:56:56.813497,Beobachtung: Sitz 1E cover misaligned,25-SEAT,seat,malfunction,Medium,cabin_mid
FL3371,TAIL1136,AL4,2025-01-02T23:55:40.083959,Beobachtxng: Sitz 17E hard to adjust,25-SEAT,seat,malfunction,Medium,cabin_mid
FL5893,TAIL1279,AL4,2025-01-01T12:00:00,Beobachtung: Sitz 7A cushqon needs fixing,25-SEAT,seat,malfunction,Medium,cabin_mid
FL5795,TAIL1274,AL4,2025-01-07T11:50:52.703201,Beobachtung: Passenger reports seat 12F recline failure,25-SEAT,seat,malfunction,Medium,cabin_mid
FL3228,TAIL1128,AL4,2025-01-07T07:24:32.173949,Beobachtung: Sitz 24B jammed during taxi,25-SEAT,seat,malfunction,Medium,cabin_mid
FL4113,TAIL1180,AL4,2025-01-03T15:12:40.500813,Seat 11B cushion needs fixing,25-SEAT,seat,malfunction,Low,cabin_mid
FL4449,TAIL1198,AL4,2025-01-06T08:14:36.816497,Seat 7B cushion needs fixing,25-SEAT,seat,malfunction,Low,cabin_mid
FL2411,TAIL1082,AL4,2025-01-06T13:31:37.366979,Seat 21E recilne not workinx,25-SEAT,seat,malfunction,Low,cabin_mid
FL5255,TAIL1244,AL4,2025-01-06T17:11:52.451114,Seat 14D jammed during taxi,25-SEAT,seat,malfunction,Low,cabin_mid
FL5711,TAIL1269,AL4,2025-01-07T18:47:45.560071,Seat 26C qushion needs fixing,25-SEAT,seat,malfunction,Low,cabin_mid
FL4433,TAIL1197,AL4,2025-01-06T13:55:38.171090,Passenger reports seat 24C recilne failure,25-SEAT,seat,malfunction,Low,cabin_mid
FL4396,TAIL1195,AL4,2025-01-04T16:55:16.403833,Skat 12B cushion needs fixing,25-SEAT,seat,malfunction,Low,cabin_mid
FL4321,TAIL1191,AL4,2025-01-05T19:41:15.569564,Panjl ligth intermittent near R1,33-LIGHT,lighting,malfunction,High,door_area
FL3046,TAIL1118,AL4,2025-01-03T07:29:20.205536,Cabin ligth flickering near row 34,33-LIGHT,lighting,malfunction,High,cabin_rear
FL1607,TAIL1035,AL4,2025-01-08T20:20:16.551520,Panzl ligth intermittent near R1,33-LIGHT,lighting,malfunction,High,door_area
FL5380,TAIL1252,AL4,2025-01-01T23:00:00,Panel ligth incermittjng near R1,33-LIGHT,lighting,malfunction,High,door_area
FL3918,TAIL1169,AL4,2025-01-03T01:43:24.505557,Light panel near L1 unstable,33-LIGHT,lighting,malfunction,High,door_area
FL4121,TAIL1180,AL4,2025-01-05T21:16:44.972278,Light panel near L1 unstable,33-LIGHT,lighting,malfunction,High,door_area
FL5788,TAIL1274,AL4,2025-01-05T00:54:08.124603,Panev ligth intervittent near R2,33-LIGHT,lighting,malfunction,High,door_area
FL4218,TAIL1185,AL4,2025-01-03T23:11:15.900870,Catering trolley lock jammed in FWD_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_mid
FL1675,TAIL1039,AL4,2025-01-07T07:57:03.809018,Trolley latch loose near FWD_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_mid
FL2547,TAIL1089,AL4,2025-01-05T01:36:43.929076,eatering trolley lock jammed in AFT_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_rear
FL2859,TAIL1107,AL4,2025-01-04T08:46:15.088172,Catering trolley lock jammed in FWD_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_mid
FL1335,TAIL1020,AL4,2025-01-04T09:39:56.901554,Trolley cannot be securey near MID_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_mid
FL5575,TAIL1263,AL4,2025-01-06T01:12:04.264380,Trolley cannot be secured near FWD_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_mid
FL1055,TAIL1003,AL4,2025-01-03T11:00:00,Caterung trolley lock jammed in AFT_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_rear
FL5436,TAIL1255,AL4,2025-01-03T03:15:42.079670,Hot water inconsistent at FWD_GALLEY,38-WATER,water_waste,malfunction,Medium,cabin_mid
FL5865,TAIL1278,AL4,2025-01-03T00:42:30.107309,Smadl leak detected in FWD_GAsLEY sink,38-WATER,water_waste,malfunction,Medium,cabin_mid
FL2552,TAIL1089,AL4,2025-01-06T20:15:20.783418,Small leak detected in MID_GALLEY sink,38-WATER,water_waste,malfunction,Medium,cabin_mid
FL5900,TAIL1279,AL4,2025-01-03T13:22:22.698103,Moisture around sink area MID_GALLzY,38-WATER,water_waste,malfunction,Medium,cabin_mid
FL1332,TAIL1020,AL4,2025-01-03T14:00:00,Moisture around sink area MID_GALLEY,38-WATER,water_waste,malfunction,Medium,cabin_mid
FL2668,TAIL1096,AL4,2025-01-06T15:36:54.773457,Small leak detected in MID_GALLEY sink,38-WATER,water_waste,malfunction,Medium,cabin_mid
FL5190,TAIL1240,AL4,2025-01-04T16:07:51.823499,Galley sink leak at FWD_GALLEY,38-WATER,water_waste,malfunction,Medium,cabin_mid
FL3252,TAIL1129,AL4,2025-01-09T10:26:06.858494,Beobachtung: Reading light flicker above seat 16B,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL1570,TAIL1033,AL4,2025-01-05T14:24:35.544246,Beosachtung: Reading light flicker above seat 10E,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL3917,TAIL1169,AL4,2025-01-02T18:50:36.391161,Beobachtung: Reading light in Reihe 11 ivtermittent,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL2856,TAIL1107,AL4,2025-01-03T13:58:25.664947,Beobachtung: Cabin light flickering near Reihe 25,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL1603,TAIL1035,AL4,2025-01-07T21:37:52.086329,Beobachtung: Cabin light flickering near Reihe 24,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL1741,TAIL1043,AL4,2025-01-06T01:26:22.076036,Beobachtugg: Reading light flicker above seat 30E,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL2729,TAIL1100,AL4,2025-01-05T23:50:39.817020,Beobachtung: Reading light flicker above seat 28B,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL1782,TAIL1046,AL4,2025-01-02T02:00:00,Catering trolley lock jammed in AFT_GALLEY,38-GALLEY,galley,malfunction,High,cabin_rear
FL5880,TAIL1278,AL4,2025-01-06T20:52:50.371841,Trolley cannqt be secured near AFT_GALLEY,38-GALLEY,galley,malfunction,High,cabin_rear
FL1412,TAIL1024,AL4,2025-01-06T02:49:39.665790,Galley oven overheating during service,38-GALLEY,galley,malfunction,High,cabin_mid
FL1658,TAIL1039,AL4,2025-01-02T18:35:25.139874,Oven in AFT_GALLEY shows error E2,38-GALLEY,galley,malfunction,High,cabin_rear
FL5358,TAIL1250,AL4,2025-01-07T22:03:32.726054,Coffee maker temperature low at FWD_GALLEY,38-GALLEY,galley,malfunction,High,cabin_mid
FL1057,TAIL1003,AL4,2025-01-03T19:51:02.716764,Trolley cannot be secured near AFT_GALLEY,38-GALLEY,galley,malfunction,High,cabin_rear
FL1345,TAIL1020,AL4,2025-01-06T11:59:00.593894,Coffee flow irregulbr in AFT_GALLEY,38-GALLEY,galley,malfunction,High,cabin_rear
FL5184,TAIL1240,AL4,2025-01-02T14:21:49.766260,Beobachtung: Galley oren overheating during service,38-GALLEY,galley,malfunction,Critical,cabin_mid
FL4244,TAIL1187,AL4,2025-01-04T13:33:37.539305,Beobachtung: Galley equipmnnt heat alarm in MID_GALLEY,38-GALLEY,galley,malfunction,Critical,cabin_mid
FL2697,TAIL1098,AL4,2025-01-04T21:08:52.166165,Beobachtung: Oven in FWD_GALLEY shows error E2,38-GALLEY,galley,malfunction,Critical,cabin_mid
FL1351,TAIL1020,AL4,2025-01-07T21:38:34.492962,jeobachtung: Galley ovln overheating during service,38-GALLEY,galley,malfunction,Critical,cabin_mid
FL3366,TAIL1136,AL4,2025-01-01T19:46:11.227460,Beobachtung: Oven in MID_GALLEY shows error E2,38-GALLEY,galley,malfunction,Critical,cabin_mid
FL4428,TAIL1197,AL4,2025-01-04T14:04:24.842058,Beobachtung: Oven in FvD_GALLEY shows error E2,38-GALLEY,galley,malfunction,Critical,cabin_mid
FL2419,TAIL1082,AL4,2025-01-09T06:12:55.792146,Beobachtung: Oves in FWD_GALLEY shows error E2,38-GALLEY,galley,malfunction,Critical,cabin_mid
FL5568,TAIL1263,AL4,2025-01-04T02:27:54.143456,Beobachtung: Sitz 30D cover misaligned,25-SEAT,seat,malfunction,Low,cabin_mid
FL4816,TAIL1219,AL4,2025-01-04T20:59:29.446445,Beobachtung: Sitz 20A movement restricied,25-SEAT,seat,malfunction,Low,cabin_mid
FL3975,TAIL1171,AL4,2025-01-09T03:38:39.080641,Beobachtung: Sitz 15D cushion needs fixing,25-SEAT,seat,malfunction,Low,cabin_mid
FL1741,TAIL1043,AL4,2025-01-06T01:26:22.076036,Beobachtung: Sitz 17F movement rpstricted,25-SEAT,seat,malfunction,Low,cabin_mid
FL2557,TAIL1089,AL4,2025-01-08T07:16:06.208832,Beobachtuig: Sitz 9D xecline ntt working,25-SEAT,seat,malfunction,Low,cabin_mid
FL4012,TAIL1174,AL4,2025-01-02T21:00:00,Beobachtung: Sitz 17A movement restricted,25-SEAT,seat,malfunction,Low,cabin_mid
FL2815,TAIL1104,AL4,2025-01-04T15:53:20.072548,Bfobxchtung: Passenger roports seat 10F recline failure,25-SEAT,seat,malfunction,Low,cabin_mid
FL3398,TAIL1138,AL4,2025-01-03T13:00:00,Galley rink leak at AFT_GALLEY,38-WATER,water_waste,malfunction,Low,cabin_rear
FL5800,TAIL1274,AL4,2025-01-08T23:03:24.544075,Moisture around sink area FWD_GALLEY,38-WATER,water_waste,malfunction,Low,cabin_mid
FL6122,TAIL1291,AL4,2025-01-08T11:50:32.065092,Small leak detected in FWD_GALLEY sink,38-WATER,water_waste,malfunction,Low,cabin_mid
FL5765,TAIL1273,AL4,2025-01-03T08:53:59.468573,Small leak detected in AFT_GALLEY sink,38-WATER,water_waste,malfunction,Low,cabin_rear
FL5059,TAIL1232,AL4,2025-01-06T08:51:04.762671,Small lhak detected in AFT_GALLEY sink,38-WATER,water_waste,malfunction,Low,cabin_rear
FL4992,TAIL1229,AL4,2025-01-06T05:09:10.708489,Small leak detected in AFT_GALLEY sink,38-WATER,water_waste,malfunction,Low,cabin_rear
FL4812,TAIL1219,AL4,2025-01-03T15:19:58.620506,Small leak detected iv MID_GALLEY sink,38-WATER,water_waste,malfunction,Low,cabin_mid
FL4438,TAIL1198,AL4,2025-01-03T16:54:21.320121,Trolley canyot be secured near MID_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_mid
FL4856,TAIL1222,AL4,2025-01-03T18:00:00,Coffee flow irregular in MID_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_mid
FL3216,TAIL1128,AL4,2025-01-04T00:05:41.221459,Trolley latch loose near AFT_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_rear
FL1748,TAIL1043,AL4,2025-01-08T04:40:06.002665,Trolley cannot be secured near FWD_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_mid
FL4313,TAIL1191,AL4,2025-01-03T13:00:00,Trolley cannot be secured near hWD_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_mid
FL3928,TAIL1169,AL4,2025-01-05T14:25:14.816855,arzlley latch lgose near FWD_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_mid
FL4125,TAIL1180,AL4,2025-01-07T03:36:27.137088,Coffee maker error in cWD_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_mid
FL5717,TAIL1269,AL4,2025-01-10T00:21:38.224015,Beobachtung: Galley sink leak at MID_GALLEY,38-WATER,water_waste,malfunction,Medium,cabin_mid
FL6173,TAIL1294,AL4,2025-01-06T18:54:55.787190,Beobachtung: Moisture around sink area FWD_GALLEY,38-WATER,water_waste,malfunction,Medium,cabin_mid
FL2533,TAIL1088,AL4,2025-01-07T08:33:43.123095,Beobachtung: Water boiler temp unstable at FWD_GALLEY,38-WATER,water_waste,malfunction,Medium,cabin_mid
FL1794,TAIL1046,AL4,2025-01-05T17:19:46.728367,jeobachtung: Hot water inconsistent at FWD_GALLEY,38-WATER,water_waste,malfunction,Medium,cabin_mid
FL1542,TAIL1032,AL4,2025-01-02T19:10:20.616463,Beobachtung: Mlisture around sink area AFT_GALLEY,38-WATER,water_waste,malfunction,Medium,cabin_rear
FL3360,TAIL1135,AL4,2025-01-04T02:15:00.514441,Beobachtung: Galley sink leak at MID_GALLEY,38-WATER,water_waste,malfunction,Medium,cabin_mid
FL4027,TAIL1174,AL4,2025-01-07T06:47:34.788871,Beobachtung: Small leak detected in MID_GALLEY sink,38-WATER,water_waste,malfunction,Medium,cabin_mid
FL4209,TAIL1185,AL4,2025-01-02T02:38:39.781180,Beobachtung: Panel makes creak sound at L1,25-PANEL,panel,malfunction,Medium,door_area
FL4053,TAIL1176,AL4,2025-01-05T13:33:39.775920,Beobachtung: Rattle noise near L2 during taxi,25-PANEL,panel,malfunction,Medium,door_area
FL1749,TAIL1043,AL4,2025-01-08T09:06:27.365362,Beobachtung: Creaking paner near R1,25-PANEL,panel,malfunction,Medium,door_area
FL2414,TAIL1082,AL4,2025-01-07T12:01:33.704134,Beobachtuno: Panel makes creak sound at R1,25-PANEL,panel,malfunction,Medium,door_area
FL1123,TAIL1007,AL4,2025-01-04T11:50:23.613577,Beobachtung: Panel fitment loose near L1,25-PANEL,panel,malfunction,Medium,door_area
FL5788,TAIL1274,AL4,2025-01-05T00:54:08.124603,Beobachtung: Panel fitmezt loose near L1,25-PANEL,panel,malfunction,Medium,door_area
FL2403,TAIL1082,AL4,2025-01-04T00:00:00,Beobachtung: Panel fitment loose near R1,25-PANEL,panel,malfunction,Medium,door_area
FL5893,TAIL1279,AL4,2025-01-01T12:00:00,Panel oitment loose near L2,25-PANEL,panel,malfunction,Medium,door_area
FL5910,TAIL1279,AL4,2025-01-06T11:25:25.090176,Panel makes creak somnd at L2,25-PANEL,panel,malfunction,Medium,door_area
FL1407,TAIL1024,AL4,2025-01-04T02:00:00,Panel fqtment loose near L2,25-PANEL,panel,malfunction,Medium,door_area
FL5186,TAIL1240,AL4,2025-01-03T01:56:16.442829,Rattle noise near L1 during taxi,25-PANEL,panel,malfunction,Medium,door_area
FL3920,TAIL1169,AL4,2025-01-03T11:18:03.806208,Creaking panel near L1,25-PANEL,panel,malfunction,Medium,door_area
FL2243,TAIL1073,AL4,2025-01-01T12:00:00,Panel fitment lopse near L1,25-PANEL,panel,malfunction,Medium,door_area
FL2697,TAIL1098,AL4,2025-01-04T21:08:52.166165,Panel makes creak sound at L2,25-PANEL,panel,malfunction,Medium,door_area
FL4447,TAIL1198,AL4,2025-01-05T16:41:38.102234,Beobachtung: Coffee flow irregular in AFT_GALLEY,38-GALLEY,galley,malfunction,High,cabin_rear
FL3669,TAIL1154,AL4,2025-01-08T03:53:05.514320,Beobachtung: Galley oven overheating during service,38-GALLEY,galley,malfunction,High,cabin_mid
FL3921,TAIL1169,AL4,2025-01-03T15:42:47.911948,Beobachtung: Galley oven overheatinm during service,38-GALLEY,galley,malfunction,High,cabin_mid
FL5593,TAIL1264,AL4,2025-01-04T02:56:41.009031,Beobachtung: Galley equipment heat alarm in MID_GALLEY,38-GALLEY,galley,malfunction,High,cabin_mid
FL2527,TAIL1088,AL4,2025-01-06T00:51:16.033740,Bfobachtung: Coffee maker error in AFT_GALLEY,38-GALLEY,galley,malfunction,High,cabin_rear
FL5888,TAIL1278,AL4,2025-01-08T23:58:41.814967,Beobachtung: Trolley cannot be secured near FWD_GALLvY,38-GALLEY,galley,malfunction,High,cabin_mid
FL2332,TAIL1078,AL4,2025-01-06T07:44:34.106409,Beobachtung: Trolley latch loose near AFT_GALLEY,38-GALLEY,galley,malfunction,High,cabin_rear
FL5081,TAIL1234,AL4,2025-01-05T07:25:26.320119,Moisture around sink area AFT_GALLEY,38-WATER,water_waste,malfunction,Low,cabin_rear
FL1660,TAIL1039,AL4,2025-01-03T09:11:05.318723,Small leck detected in MID_GALLEY sink,38-WATER,water_waste,malfunction,Low,cabin_mid
FL2551,TAIL1089,AL4,2025-01-06T13:07:23.976426,Galley sink leak at MID_GALLEY,38-WATER,water_waste,malfunction,Low,cabin_mid
FL4673,TAIL1211,AL4,2025-01-05T17:01:49.406534,Moistlre around sink area AFT_GALLEY,38-WATER,water_waste,malfunction,Low,cabin_rear
FL4662,TAIL1211,AL4,2025-01-03T03:55:36.334440,Moistune around sink area MID_GALLEY,38-WATER,water_waste,malfunction,Low,cabin_mid
FL2318,TAIL1077,AL4,2025-01-05T19:18:33.922243,Moisture around sink area MID_GALLEY,38-WATER,water_waste,malfunction,Low,cabin_mid
FL1743,TAIL1043,AL4,2025-01-06T13:18:23.650666,Galley sink leak at AFT_GALLEY,38-WATER,water_waste,malfunction,Low,cabin_rear
FL1886,TAIL1051,AL4,2025-01-05T19:35:38.770375,Creaking panel near L2,25-PANEL,panel,malfunction,High,door_area
FL1760,TAIL1044,AL4,2025-01-05T16:10:26.121465,Panel vibravion heard near L2,25-PANEL,panel,malfunction,High,door_area
FL3358,TAIL1135,AL4,2025-01-03T20:29:04.092802,Panel vibration heard near o1,25-PANEL,panel,malfunction,High,cabin_mid
FL3059,TAIL1118,AL4,2025-01-07T06:44:02.206645,Rattle noise near R2 during taxi,25-PANEL,panel,malfunction,High,door_area
FL2315,TAIL1077,AL4,2025-01-05T05:02:36.935672,Rattle noise near L2 during taxi,25-PANEL,panel,malfunction,High,door_area
FL4481,TAIL1201,AL4,2025-01-04T13:11:29.214689,Rattle noise near R2 during tpxi,25-PANEL,panel,malfunction,High,door_area
FL5889,TAIL1278,AL4,2025-01-09T05:01:31.597591,Rattle noise near R2 during taxi,25-PANEL,panel,malfunction,High,door_area
FL5061,TAIL1232,AL4,2025-01-07T00:24:51.853999,Panel vibration heard near L2,25-PANEL,panel,malfunction,High,door_area
FL1557,TAIL1033,AL4,2025-01-01T20:00:00,Panel eitment loose near R2,25-PANEL,panel,malfunction,High,door_area
FL4868,TAIL1222,AL4,2025-01-06T18:53:58.207480,Panel vibration heard near R2,25-PANEL,panel,malfunction,High,door_area
FL5910,TAIL1279,AL4,2025-01-06T11:25:25.090176,Rattle noise near R1 during taxi,25-PANEL,panel,malfunction,High,door_area
FL3362,TAIL1135,AL4,2025-01-04T16:18:04.925135,Buzzing sound niar rear galley,25-PANEL,panel,malfunction,High,cabin_mid
FL5965,TAIL1282,AL4,2025-01-07T04:12:30.819414,Buzzing sound near rear galley,25-PANEL,panel,malfunction,High,cabin_mid
FL3404,TAIL1138,AL4,2025-01-04T15:04:51.101541,Bbzzing sound near rear galley,25-PANEL,panel,malfunction,High,cabin_mid
FL1062,TAIL1003,AL4,2025-01-05T03:06:28.188576,Cabin ligzh flickering near row 16,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL5045,TAIL1232,AL4,2025-01-02T06:56:35.536494,Cabin ligth flickering near row 5,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL3662,TAIL1154,AL4,2025-01-05T19:22:40.595131,Cabin ligth flickering near row 18,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL4992,TAIL1229,AL4,2025-01-06T05:09:10.708489,Reading ligth in row 28 intermittent,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL2528,TAIL1088,AL4,2025-01-06T07:58:26.572753,Reading ligth flicker above seam 18C,33-LIGHT,lighting,malfunction,Low,cabin_mid
